cohort,site,id,mouse,group,Tx,entry,body_weight,lifespan_days,dead
C2015,UT,UT07589,C2015|UT07589,Control,0,182.625,40.799999,304,1
C2015,UT,UT07590,C2015|UT07590,Control,0,182.625,49.400002,638,1
C2015,UT,UT07591,C2015|UT07591,Control,0,182.625,38.200001,864,1
C2015,UT,UT07592,C2015|UT07592,Control,0,182.625,48.5,605,1
C2015,UT,UT07593,C2015|UT07593,Control,0,182.625,40.5,1000,1
C2015,UT,UT07594,C2015|UT07594,Control,0,182.625,42.700001,852,1
C2015,UT,UT07610,C2015|UT07610,Control,0,182.625,44.299999,462,1
C2015,UT,UT07611,C2015|UT07611,Control,0,182.625,33.700001,1147,1
C2015,UT,UT07612,C2015|UT07612,Control,0,182.625,36.5,352,1
C2015,UT,UT07624,C2015|UT07624,Control,0,182.625,42.700001,307,1
C2015,UT,UT07625,C2015|UT07625,Control,0,182.625,46.0,837,1
C2015,UT,UT07626,C2015|UT07626,Control,0,182.625,45.0,626,1
C2015,UT,UT07631,C2015|UT07631,Control,0,182.625,47.0,1111,1
C2015,UT,UT07632,C2015|UT07632,Control,0,182.625,37.400002,1111,1
C2015,UT,UT07633,C2015|UT07633,Control,0,182.625,47.599998,1025,1
C2015,UT,UT07665,C2015|UT07665,Control,0,182.625,42.799999,671,1
C2015,UT,UT07666,C2015|UT07666,Control,0,182.625,38.099998,276,1
C2015,UT,UT07667,C2015|UT07667,Control,0,182.625,37.099998,563,1
C2015,UT,UT07672,C2015|UT07672,Control,0,182.625,35.0,994,1
C2015,UT,UT07673,C2015|UT07673,Control,0,182.625,45.400002,1024,1
C2015,UT,UT07674,C2015|UT07674,Control,0,182.625,36.599998,546,1
C2015,UT,UT07700,C2015|UT07700,Control,0,182.625,46.099998,326,1
C2015,UT,UT07702,C2015|UT07702,Control,0,182.625,32.0,730,1
C2015,UT,UT07725,C2015|UT07725,Control,0,182.625,31.6,578,1
C2015,UT,UT07727,C2015|UT07727,Control,0,182.625,37.799999,683,1
C2015,UT,UT07770,C2015|UT07770,Control,0,182.625,37.0,1118,1
C2015,UT,UT07771,C2015|UT07771,Control,0,182.625,42.0,539,1
C2015,UT,UT07772,C2015|UT07772,Control,0,182.625,34.700001,1056,1
C2015,UT,UT07773,C2015|UT07773,Control,0,182.625,51.900002,500,1
C2015,UT,UT07774,C2015|UT07774,Control,0,182.625,39.0,847,1
C2015,UT,UT07775,C2015|UT07775,Control,0,182.625,45.5,351,1
C2015,UT,UT07787,C2015|UT07787,Control,0,182.625,37.299999,905,1
C2015,UT,UT07788,C2015|UT07788,Control,0,182.625,42.200001,576,1
C2015,UT,UT07789,C2015|UT07789,Control,0,182.625,44.0,762,1
C2015,UT,UT07793,C2015|UT07793,Control,0,182.625,45.0,241,1
C2015,UT,UT07794,C2015|UT07794,Control,0,182.625,43.700001,976,1
C2015,UT,UT07795,C2015|UT07795,Control,0,182.625,53.299999,437,1
C2015,UT,UT07810,C2015|UT07810,Control,0,182.625,35.299999,1220,1
C2015,UT,UT07811,C2015|UT07811,Control,0,182.625,42.0,877,1
C2015,UT,UT07812,C2015|UT07812,Control,0,182.625,41.799999,1176,1
C2015,UT,UT07866,C2015|UT07866,Control,0,182.625,42.200001,815,1
C2015,UT,UT07867,C2015|UT07867,Control,0,182.625,38.799999,916,1
C2015,UT,UT07868,C2015|UT07868,Control,0,182.625,33.599998,451,1
C2015,UT,UT07922,C2015|UT07922,Control,0,182.625,45.200001,884,1
C2015,UT,UT07923,C2015|UT07923,Control,0,182.625,46.799999,300,1
C2015,UT,UT07924,C2015|UT07924,Control,0,182.625,41.599998,888,1
C2015,UT,UT07928,C2015|UT07928,Control,0,182.625,41.700001,394,1
C2015,UT,UT07929,C2015|UT07929,Control,0,182.625,38.900002,786,1
C2015,UT,UT07930,C2015|UT07930,Control,0,182.625,49.900002,237,1
C2015,UT,UT08033,C2015|UT08033,Control,0,182.625,34.200001,842,1
C2015,UT,UT08034,C2015|UT08034,Control,0,182.625,46.900002,387,1
C2015,UT,UT08035,C2015|UT08035,Control,0,182.625,48.599998,876,1
C2015,UT,UT08044,C2015|UT08044,Control,0,182.625,37.200001,1106,1
C2015,UT,UT08045,C2015|UT08045,Control,0,182.625,34.299999,923,1
C2015,UT,UT08046,C2015|UT08046,Control,0,182.625,43.5,419,1
C2015,UT,UT08061,C2015|UT08061,Control,0,182.625,42.700001,412,1
C2015,UT,UT08062,C2015|UT08062,Control,0,182.625,45.400002,796,1
C2015,UT,UT08063,C2015|UT08063,Control,0,182.625,34.0,903,1
C2015,UT,UT08094,C2015|UT08094,Control,0,182.625,36.900002,864,1
C2015,UT,UT08095,C2015|UT08095,Control,0,182.625,46.400002,607,1
C2015,UT,UT08128,C2015|UT08128,Control,0,182.625,38.299999,809,1
C2015,UT,UT08129,C2015|UT08129,Control,0,182.625,47.799999,519,1
C2015,UT,UT08130,C2015|UT08130,Control,0,182.625,41.700001,912,1
C2015,UT,UT08182,C2015|UT08182,Control,0,182.625,43.700001,487,1
C2015,UT,UT08183,C2015|UT08183,Control,0,182.625,45.200001,720,1
C2015,UT,UT08184,C2015|UT08184,Control,0,182.625,40.299999,1086,1
C2015,UT,UT08193,C2015|UT08193,Control,0,182.625,36.900002,839,1
C2015,UT,UT08194,C2015|UT08194,Control,0,182.625,38.0,879,1
C2015,UT,UT08195,C2015|UT08195,Control,0,182.625,35.599998,876,1
C2015,UT,UT08277,C2015|UT08277,Control,0,182.625,33.599998,869,1
C2015,UT,UT08278,C2015|UT08278,Control,0,182.625,41.0,806,1
C2015,UT,UT08279,C2015|UT08279,Control,0,182.625,39.599998,674,1
C2015,UT,UT08291,C2015|UT08291,Control,0,182.625,43.799999,668,1
C2015,UT,UT08292,C2015|UT08292,Control,0,182.625,44.599998,814,1
C2015,UT,UT08293,C2015|UT08293,Control,0,182.625,41.400002,529,1
C2015,UT,UT08296,C2015|UT08296,Control,0,182.625,45.200001,775,1
C2015,UT,UT08363,C2015|UT08363,Control,0,182.625,40.0,849,1
C2015,UT,UT08364,C2015|UT08364,Control,0,182.625,43.400002,373,1
C2015,UT,UT08365,C2015|UT08365,Control,0,182.625,45.099998,510,1
C2015,UT,UT08393,C2015|UT08393,Control,0,182.625,37.400002,1019,1
C2015,UT,UT08394,C2015|UT08394,Control,0,182.625,42.200001,730,1
C2015,UT,UT08395,C2015|UT08395,Control,0,182.625,41.299999,796,1
C2015,UT,UT08424,C2015|UT08424,Control,0,182.625,48.799999,771,1
C2015,UT,UT08425,C2015|UT08425,Control,0,182.625,44.799999,395,1
C2015,UT,UT08426,C2015|UT08426,Control,0,182.625,45.0,941,1
C2015,UT,UT08462,C2015|UT08462,Control,0,182.625,42.5,810,1
C2015,UT,UT08463,C2015|UT08463,Control,0,182.625,44.200001,405,1
C2015,UT,UT08464,C2015|UT08464,Control,0,182.625,46.099998,420,1
C2015,UT,UT07651,C2015|UT07651,MitoQ,1,182.625,33.400002,680,1
C2015,UT,UT07652,C2015|UT07652,MitoQ,1,182.625,32.099998,636,1
C2015,UT,UT07653,C2015|UT07653,MitoQ,1,182.625,41.599998,997,1
C2015,UT,UT07662,C2015|UT07662,MitoQ,1,182.625,41.799999,804,1
C2015,UT,UT07663,C2015|UT07663,MitoQ,1,182.625,43.299999,761,1
C2015,UT,UT07664,C2015|UT07664,MitoQ,1,182.625,48.5,814,1
C2015,UT,UT07710,C2015|UT07710,MitoQ,1,182.625,45.099998,781,1
C2015,UT,UT07711,C2015|UT07711,MitoQ,1,182.625,43.799999,806,1
C2015,UT,UT07712,C2015|UT07712,MitoQ,1,182.625,46.5,630,1
C2015,UT,UT07745,C2015|UT07745,MitoQ,1,182.625,35.799999,662,1
C2015,UT,UT07746,C2015|UT07746,MitoQ,1,182.625,37.400002,1128,1
C2015,UT,UT07747,C2015|UT07747,MitoQ,1,182.625,41.400002,767,1
C2015,UT,UT07756,C2015|UT07756,MitoQ,1,182.625,43.200001,444,1
C2015,UT,UT07757,C2015|UT07757,MitoQ,1,182.625,38.900002,676,1
C2015,UT,UT07758,C2015|UT07758,MitoQ,1,182.625,43.200001,901,1
C2015,UT,UT07763,C2015|UT07763,MitoQ,1,182.625,41.400002,1190,1
C2015,UT,UT07764,C2015|UT07764,MitoQ,1,182.625,45.299999,906,1
C2015,UT,UT07765,C2015|UT07765,MitoQ,1,182.625,42.299999,718,1
C2015,UT,UT07800,C2015|UT07800,MitoQ,1,182.625,41.900002,417,1
C2015,UT,UT07801,C2015|UT07801,MitoQ,1,182.625,42.900002,713,1
C2015,UT,UT07802,C2015|UT07802,MitoQ,1,182.625,38.5,983,1
C2015,UT,UT07873,C2015|UT07873,MitoQ,1,182.625,42.099998,368,1
C2015,UT,UT07874,C2015|UT07874,MitoQ,1,182.625,41.299999,1132,1
C2015,UT,UT07875,C2015|UT07875,MitoQ,1,182.625,36.400002,842,1
C2015,UT,UT07894,C2015|UT07894,MitoQ,1,182.625,53.5,287,1
C2015,UT,UT07895,C2015|UT07895,MitoQ,1,182.625,47.799999,639,1
C2015,UT,UT07896,C2015|UT07896,MitoQ,1,182.625,43.799999,636,1
C2015,UT,UT07901,C2015|UT07901,MitoQ,1,182.625,44.799999,793,1
C2015,UT,UT07902,C2015|UT07902,MitoQ,1,182.625,45.200001,753,1
C2015,UT,UT07903,C2015|UT07903,MitoQ,1,182.625,44.5,629,1
C2015,UT,UT07997,C2015|UT07997,MitoQ,1,182.625,49.200001,538,1
C2015,UT,UT07998,C2015|UT07998,MitoQ,1,182.625,38.700001,1066,1
C2015,UT,UT07999,C2015|UT07999,MitoQ,1,182.625,46.099998,916,1
C2015,UT,UT08016,C2015|UT08016,MitoQ,1,182.625,36.400002,1050,1
C2015,UT,UT08017,C2015|UT08017,MitoQ,1,182.625,45.700001,811,1
C2015,UT,UT08018,C2015|UT08018,MitoQ,1,182.625,49.200001,282,1
C2015,UT,UT08071,C2015|UT08071,MitoQ,1,182.625,26.5,926,1
C2015,UT,UT08072,C2015|UT08072,MitoQ,1,182.625,40.400002,371,1
C2015,UT,UT08073,C2015|UT08073,MitoQ,1,182.625,47.099998,553,1
C2015,UT,UT08145,C2015|UT08145,MitoQ,1,182.625,39.200001,1032,1
C2015,UT,UT08146,C2015|UT08146,MitoQ,1,182.625,34.200001,879,1
C2015,UT,UT08147,C2015|UT08147,MitoQ,1,182.625,44.099998,834,1
C2015,UT,UT08220,C2015|UT08220,MitoQ,1,182.625,39.0,1135,1
C2015,UT,UT08240,C2015|UT08240,MitoQ,1,182.625,35.599998,890,1
C2015,UT,UT08241,C2015|UT08241,MitoQ,1,182.625,43.299999,613,1
C2015,UT,UT08242,C2015|UT08242,MitoQ,1,182.625,46.599998,787,1
C2016,TJL,JL12912,C2016|JL12912,Control,0,182.625,51.0,799,1
C2016,TJL,JL12913,C2016|JL12913,Control,0,182.625,39.0,699,1
C2016,TJL,JL12914,C2016|JL12914,Control,0,182.625,37.0,816,1
C2016,TJL,JL12961,C2016|JL12961,Control,0,182.625,33.0,700,1
C2016,TJL,JL12962,C2016|JL12962,Control,0,182.625,32.0,552,1
C2016,TJL,JL12963,C2016|JL12963,Control,0,182.625,41.0,689,1
C2016,TJL,JL12970,C2016|JL12970,Control,0,182.625,49.0,420,1
C2016,TJL,JL12971,C2016|JL12971,Control,0,182.625,49.0,685,1
C2016,TJL,JL12972,C2016|JL12972,Control,0,182.625,42.0,796,1
C2016,TJL,JL13014,C2016|JL13014,Control,0,182.625,48.0,1005,1
C2016,TJL,JL13015,C2016|JL13015,Control,0,182.625,44.0,752,1
C2016,TJL,JL13016,C2016|JL13016,Control,0,182.625,51.0,357,1
C2016,TJL,JL13074,C2016|JL13074,Control,0,182.625,46.0,1019,1
C2016,TJL,JL13075,C2016|JL13075,Control,0,182.625,47.0,847,1
C2016,TJL,JL13076,C2016|JL13076,Control,0,182.625,44.0,880,1
C2016,TJL,JL13077,C2016|JL13077,Control,0,182.625,45.0,1027,1
C2016,TJL,JL13078,C2016|JL13078,Control,0,182.625,51.0,631,1
C2016,TJL,JL13079,C2016|JL13079,Control,0,182.625,48.0,687,1
C2016,TJL,JL13092,C2016|JL13092,Control,0,182.625,41.0,428,1
C2016,TJL,JL13093,C2016|JL13093,Control,0,182.625,44.0,940,1
C2016,TJL,JL13094,C2016|JL13094,Control,0,182.625,31.0,1095,1
C2016,TJL,JL13098,C2016|JL13098,Control,0,182.625,47.0,610,1
C2016,TJL,JL13099,C2016|JL13099,Control,0,182.625,47.0,978,1
C2016,TJL,JL13100,C2016|JL13100,Control,0,182.625,47.0,641,1
C2016,TJL,JL13138,C2016|JL13138,Control,0,182.625,43.0,817,1
C2016,TJL,JL13139,C2016|JL13139,Control,0,182.625,42.0,533,1
C2016,TJL,JL13140,C2016|JL13140,Control,0,182.625,34.0,1103,1
C2016,TJL,JL13161,C2016|JL13161,Control,0,182.625,42.0,856,1
C2016,TJL,JL13162,C2016|JL13162,Control,0,182.625,46.0,530,1
C2016,TJL,JL13163,C2016|JL13163,Control,0,182.625,52.0,283,1
C2016,TJL,JL13170,C2016|JL13170,Control,0,182.625,50.0,611,1
C2016,TJL,JL13171,C2016|JL13171,Control,0,182.625,45.0,855,1
C2016,TJL,JL13172,C2016|JL13172,Control,0,182.625,47.0,747,1
C2016,TJL,JL13204,C2016|JL13204,Control,0,182.625,43.0,892,1
C2016,TJL,JL13205,C2016|JL13205,Control,0,182.625,47.0,842,1
C2016,TJL,JL13206,C2016|JL13206,Control,0,182.625,47.0,645,1
C2016,TJL,JL13210,C2016|JL13210,Control,0,182.625,41.0,666,1
C2016,TJL,JL13211,C2016|JL13211,Control,0,182.625,34.0,802,1
C2016,TJL,JL13216,C2016|JL13216,Control,0,182.625,47.0,435,1
C2016,TJL,JL13217,C2016|JL13217,Control,0,182.625,47.0,793,1
C2016,TJL,JL13218,C2016|JL13218,Control,0,182.625,46.0,883,1
C2016,TJL,JL13263,C2016|JL13263,Control,0,182.625,42.0,891,1
C2016,TJL,JL13264,C2016|JL13264,Control,0,182.625,44.0,892,1
C2016,TJL,JL13265,C2016|JL13265,Control,0,182.625,49.0,421,1
C2016,TJL,JL13266,C2016|JL13266,Control,0,182.625,48.0,296,1
C2016,TJL,JL13267,C2016|JL13267,Control,0,182.625,38.0,995,1
C2016,TJL,JL13268,C2016|JL13268,Control,0,182.625,45.0,518,1
C2016,TJL,JL13286,C2016|JL13286,Control,0,182.625,48.0,950,1
C2016,TJL,JL13287,C2016|JL13287,Control,0,182.625,34.0,751,1
C2016,TJL,JL13288,C2016|JL13288,Control,0,182.625,41.0,932,1
C2016,TJL,JL13378,C2016|JL13378,Control,0,182.625,51.0,875,1
C2016,TJL,JL13379,C2016|JL13379,Control,0,182.625,44.0,813,1
C2016,TJL,JL13380,C2016|JL13380,Control,0,182.625,43.0,689,1
C2016,TJL,JL13398,C2016|JL13398,Control,0,182.625,48.0,372,1
C2016,TJL,JL13399,C2016|JL13399,Control,0,182.625,51.0,755,1
C2016,TJL,JL13400,C2016|JL13400,Control,0,182.625,48.0,974,1
C2016,TJL,JL13443,C2016|JL13443,Control,0,182.625,47.0,900,1
C2016,TJL,JL13444,C2016|JL13444,Control,0,182.625,49.0,332,1
C2016,TJL,JL13445,C2016|JL13445,Control,0,182.625,44.0,802,1
C2016,TJL,JL13490,C2016|JL13490,Control,0,182.625,38.0,525,1
C2016,TJL,JL13491,C2016|JL13491,Control,0,182.625,48.0,525,1
C2016,TJL,JL13492,C2016|JL13492,Control,0,182.625,50.0,610,1
C2016,TJL,JL13510,C2016|JL13510,Control,0,182.625,37.0,642,1
C2016,TJL,JL13511,C2016|JL13511,Control,0,182.625,43.0,460,1
C2016,TJL,JL13512,C2016|JL13512,Control,0,182.625,41.0,454,1
C2016,TJL,JL13624,C2016|JL13624,Control,0,182.625,45.0,603,1
C2016,TJL,JL13625,C2016|JL13625,Control,0,182.625,45.0,989,1
C2016,TJL,JL13626,C2016|JL13626,Control,0,182.625,44.0,935,1
C2016,TJL,JL13627,C2016|JL13627,Control,0,182.625,43.0,383,1
C2016,TJL,JL13628,C2016|JL13628,Control,0,182.625,38.0,1048,1
C2016,TJL,JL13629,C2016|JL13629,Control,0,182.625,41.0,680,1
C2016,TJL,JL13636,C2016|JL13636,Control,0,182.625,36.0,690,1
C2016,TJL,JL13637,C2016|JL13637,Control,0,182.625,40.0,1262,1
C2016,TJL,JL13638,C2016|JL13638,Control,0,182.625,46.0,785,1
C2016,TJL,JL13642,C2016|JL13642,Control,0,182.625,45.0,612,1
C2016,TJL,JL13643,C2016|JL13643,Control,0,182.625,41.0,774,1
C2016,TJL,JL13644,C2016|JL13644,Control,0,182.625,45.0,556,1
C2016,TJL,JL13677,C2016|JL13677,Control,0,182.625,38.0,694,1
C2016,TJL,JL13678,C2016|JL13678,Control,0,182.625,45.0,608,1
C2016,TJL,JL13679,C2016|JL13679,Control,0,182.625,39.0,683,1
C2016,TJL,JL13718,C2016|JL13718,Control,0,182.625,38.0,680,1
C2016,TJL,JL13719,C2016|JL13719,Control,0,182.625,36.0,1146,1
C2016,TJL,JL13720,C2016|JL13720,Control,0,182.625,43.0,891,1
C2016,TJL,JL13721,C2016|JL13721,Control,0,182.625,40.0,334,1
C2016,TJL,JL13722,C2016|JL13722,Control,0,182.625,40.0,1139,1
C2016,TJL,JL13839,C2016|JL13839,Control,0,182.625,48.0,764,1
C2016,TJL,JL13840,C2016|JL13840,Control,0,182.625,46.0,702,1
C2016,TJL,JL13841,C2016|JL13841,Control,0,182.625,46.0,337,1
C2016,TJL,JL13865,C2016|JL13865,Control,0,182.625,38.0,897,1
C2016,TJL,JL13866,C2016|JL13866,Control,0,182.625,43.0,763,1
C2016,TJL,JL13936,C2016|JL13936,Control,0,182.625,48.0,674,1
C2016,TJL,JL13937,C2016|JL13937,Control,0,182.625,38.0,1176,1
C2016,TJL,JL13938,C2016|JL13938,Control,0,182.625,43.0,946,1
C2016,TJL,JL12976,C2016|JL12976,NR,1,182.625,45.0,638,1
C2016,TJL,JL12977,C2016|JL12977,NR,1,182.625,46.0,477,1
C2016,TJL,JL12978,C2016|JL12978,NR,1,182.625,42.0,1086,1
C2016,TJL,JL12979,C2016|JL12979,NR,1,182.625,55.0,808,1
C2016,TJL,JL12980,C2016|JL12980,NR,1,182.625,54.0,897,1
C2016,TJL,JL12981,C2016|JL12981,NR,1,182.625,49.0,801,1
C2016,TJL,JL12983,C2016|JL12983,NR,1,182.625,51.0,506,1
C2016,TJL,JL12984,C2016|JL12984,NR,1,182.625,55.0,379,1
C2016,TJL,JL13017,C2016|JL13017,NR,1,182.625,39.0,907,1
C2016,TJL,JL13018,C2016|JL13018,NR,1,182.625,48.0,865,1
C2016,TJL,JL13019,C2016|JL13019,NR,1,182.625,55.0,709,1
C2016,TJL,JL13033,C2016|JL13033,NR,1,182.625,39.0,944,1
C2016,TJL,JL13034,C2016|JL13034,NR,1,182.625,46.0,287,1
C2016,TJL,JL13035,C2016|JL13035,NR,1,182.625,45.0,424,1
C2016,TJL,JL13167,C2016|JL13167,NR,1,182.625,43.0,725,1
C2016,TJL,JL13168,C2016|JL13168,NR,1,182.625,36.0,875,1
C2016,TJL,JL13169,C2016|JL13169,NR,1,182.625,48.0,495,1
C2016,TJL,JL13173,C2016|JL13173,NR,1,182.625,45.0,705,1
C2016,TJL,JL13174,C2016|JL13174,NR,1,182.625,45.0,847,1
C2016,TJL,JL13175,C2016|JL13175,NR,1,182.625,42.0,760,1
C2016,TJL,JL13219,C2016|JL13219,NR,1,182.625,39.0,435,1
C2016,TJL,JL13220,C2016|JL13220,NR,1,182.625,41.0,581,1
C2016,TJL,JL13221,C2016|JL13221,NR,1,182.625,42.0,345,1
C2016,TJL,JL13431,C2016|JL13431,NR,1,182.625,42.0,681,1
C2016,TJL,JL13432,C2016|JL13432,NR,1,182.625,45.0,529,1
C2016,TJL,JL13433,C2016|JL13433,NR,1,182.625,40.0,600,1
C2016,TJL,JL13446,C2016|JL13446,NR,1,182.625,51.0,903,1
C2016,TJL,JL13448,C2016|JL13448,NR,1,182.625,45.0,837,1
C2016,TJL,JL13561,C2016|JL13561,NR,1,182.625,45.0,778,1
C2016,TJL,JL13562,C2016|JL13562,NR,1,182.625,37.0,741,1
C2016,TJL,JL13563,C2016|JL13563,NR,1,182.625,40.0,705,1
C2016,TJL,JL13686,C2016|JL13686,NR,1,182.625,41.0,809,1
C2016,TJL,JL13687,C2016|JL13687,NR,1,182.625,36.0,814,1
C2016,TJL,JL13688,C2016|JL13688,NR,1,182.625,46.0,658,1
C2016,TJL,JL13759,C2016|JL13759,NR,1,182.625,43.0,915,1
C2016,TJL,JL13760,C2016|JL13760,NR,1,182.625,38.0,1115,1
C2016,TJL,JL13761,C2016|JL13761,NR,1,182.625,42.0,1008,1
C2016,TJL,JL13774,C2016|JL13774,NR,1,182.625,38.0,1151,1
C2016,TJL,JL13775,C2016|JL13775,NR,1,182.625,39.0,1191,1
C2016,TJL,JL13776,C2016|JL13776,NR,1,182.625,34.0,872,1
C2016,TJL,JL13800,C2016|JL13800,NR,1,182.625,40.0,834,1
C2016,TJL,JL13801,C2016|JL13801,NR,1,182.625,34.0,754,1
C2016,TJL,JL13802,C2016|JL13802,NR,1,182.625,41.0,600,1
C2016,TJL,JL13907,C2016|JL13907,NR,1,182.625,47.0,652,1
C2016,TJL,JL13908,C2016|JL13908,NR,1,182.625,49.0,795,1
C2016,TJL,JL13909,C2016|JL13909,NR,1,182.625,52.0,481,1
C2016,TJL,JL13927,C2016|JL13927,NR,1,182.625,48.0,1075,1
C2016,TJL,JL13928,C2016|JL13928,NR,1,182.625,48.0,809,1
C2016,TJL,JL13929,C2016|JL13929,NR,1,182.625,45.0,621,1
C2016,TJL,JL13959,C2016|JL13959,NR,1,182.625,46.0,386,1
C2016,TJL,JL13960,C2016|JL13960,NR,1,182.625,46.0,702,1
C2016,TJL,JL13961,C2016|JL13961,NR,1,182.625,42.0,547,1
C2016,UM,UM61712,C2016|UM61712,Control,0,182.625,39.7,818,1
C2016,UM,UM61719,C2016|UM61719,Control,0,182.625,44.0,434,1
C2016,UM,UM61726,C2016|UM61726,Control,0,182.625,41.6,1258,1
C2016,UM,UM62594,C2016|UM62594,Control,0,182.625,43.8,523,1
C2016,UM,UM62601,C2016|UM62601,Control,0,182.625,39.3,257,1
C2016,UM,UM62608,C2016|UM62608,Control,0,182.625,37.7,613,1
C2016,UM,UM62706,C2016|UM62706,Control,0,182.625,41.9,602,1
C2016,UM,UM62713,C2016|UM62713,Control,0,182.625,43.9,894,1
C2016,UM,UM62720,C2016|UM62720,Control,0,182.625,39.1,889,1
C2016,UM,UM62797,C2016|UM62797,Control,0,182.625,37.3,534,1
C2016,UM,UM62804,C2016|UM62804,Control,0,182.625,42.9,951,1
C2016,UM,UM62811,C2016|UM62811,Control,0,182.625,42.8,1008,1
C2016,UM,UM62986,C2016|UM62986,Control,0,182.625,31.4,334,0
C2016,UM,UM62993,C2016|UM62993,Control,0,182.625,34.3,334,0
C2016,UM,UM63000,C2016|UM63000,Control,0,182.625,38.1,334,0
C2016,UM,UM63182,C2016|UM63182,Control,0,182.625,55.2,457,1
C2016,UM,UM63189,C2016|UM63189,Control,0,182.625,38.7,317,1
C2016,UM,UM63196,C2016|UM63196,Control,0,182.625,41.9,706,1
C2016,UM,UM63231,C2016|UM63231,Control,0,182.625,33.1,1230,1
C2016,UM,UM63238,C2016|UM63238,Control,0,182.625,35.4,1055,1
C2016,UM,UM63245,C2016|UM63245,Control,0,182.625,40.9,997,1
C2016,UM,UM63273,C2016|UM63273,Control,0,182.625,39.5,591,1
C2016,UM,UM63280,C2016|UM63280,Control,0,182.625,35.5,1130,1
C2016,UM,UM63287,C2016|UM63287,Control,0,182.625,35.6,1096,1
C2016,UM,UM63294,C2016|UM63294,Control,0,182.625,42.8,1094,1
C2016,UM,UM63301,C2016|UM63301,Control,0,182.625,45.0,736,1
C2016,UM,UM63308,C2016|UM63308,Control,0,182.625,37.3,856,1
C2016,UM,UM63518,C2016|UM63518,Control,0,182.625,50.3,749,1
C2016,UM,UM63525,C2016|UM63525,Control,0,182.625,42.5,460,1
C2016,UM,UM63532,C2016|UM63532,Control,0,182.625,39.2,924,1
C2016,UM,UM63798,C2016|UM63798,Control,0,182.625,48.2,476,1
C2016,UM,UM63805,C2016|UM63805,Control,0,182.625,41.3,695,1
C2016,UM,UM63812,C2016|UM63812,Control,0,182.625,44.6,513,1
C2016,UM,UM63910,C2016|UM63910,Control,0,182.625,44.4,969,1
C2016,UM,UM63917,C2016|UM63917,Control,0,182.625,38.8,1071,1
C2016,UM,UM63924,C2016|UM63924,Control,0,182.625,36.0,1052,1
C2016,UM,UM64323,C2016|UM64323,Control,0,182.625,42.5,833,1
C2016,UM,UM64330,C2016|UM64330,Control,0,182.625,46.3,750,0
C2016,UM,UM64337,C2016|UM64337,Control,0,182.625,49.7,843,1
C2016,UM,UM64631,C2016|UM64631,Control,0,182.625,50.4,370,1
C2016,UM,UM64638,C2016|UM64638,Control,0,182.625,43.1,464,0
C2016,UM,UM64645,C2016|UM64645,Control,0,182.625,41.5,464,0
C2016,UM,UM64820,C2016|UM64820,Control,0,182.625,46.2,423,1
C2016,UM,UM64827,C2016|UM64827,Control,0,182.625,35.1,1063,1
C2016,UM,UM64834,C2016|UM64834,Control,0,182.625,42.1,806,1
C2016,UM,UM65436,C2016|UM65436,Control,0,182.625,50.1,739,1
C2016,UM,UM65450,C2016|UM65450,Control,0,182.625,49.4,434,1
C2016,UM,UM65457,C2016|UM65457,Control,0,182.625,33.8,775,1
C2016,UM,UM65464,C2016|UM65464,Control,0,182.625,40.0,879,1
C2016,UM,UM65471,C2016|UM65471,Control,0,182.625,32.2,1065,1
C2016,UM,UM65618,C2016|UM65618,Control,0,182.625,33.3,218,0
C2016,UM,UM65625,C2016|UM65625,Control,0,182.625,38.2,218,0
C2016,UM,UM66045,C2016|UM66045,Control,0,182.625,47.5,464,1
C2016,UM,UM66052,C2016|UM66052,Control,0,182.625,40.6,923,1
C2016,UM,UM66675,C2016|UM66675,Control,0,182.625,35.9,907,1
C2016,UM,UM66682,C2016|UM66682,Control,0,182.625,38.5,742,1
C2016,UM,UM66689,C2016|UM66689,Control,0,182.625,36.6,996,1
C2016,UM,UM66801,C2016|UM66801,Control,0,182.625,44.9,326,1
C2016,UM,UM66808,C2016|UM66808,Control,0,182.625,47.3,748,1
C2016,UM,UM66815,C2016|UM66815,Control,0,182.625,31.3,693,1
C2016,UM,UM66892,C2016|UM66892,Control,0,182.625,43.0,1013,1
C2016,UM,UM66899,C2016|UM66899,Control,0,182.625,49.2,582,1
C2016,UM,UM66906,C2016|UM66906,Control,0,182.625,50.0,1046,1
C2016,UM,UM66941,C2016|UM66941,Control,0,182.625,36.0,378,0
C2016,UM,UM66948,C2016|UM66948,Control,0,182.625,45.5,378,0
C2016,UM,UM66955,C2016|UM66955,Control,0,182.625,41.3,378,0
C2016,UM,UM66983,C2016|UM66983,Control,0,182.625,44.5,408,1
C2016,UM,UM66990,C2016|UM66990,Control,0,182.625,47.8,238,1
C2016,UM,UM66997,C2016|UM66997,Control,0,182.625,41.6,875,1
C2016,UM,UM67109,C2016|UM67109,Control,0,182.625,48.2,852,1
C2016,UM,UM67116,C2016|UM67116,Control,0,182.625,41.8,848,1
C2016,UM,UM67123,C2016|UM67123,Control,0,182.625,41.2,1073,1
C2016,UM,UM67361,C2016|UM67361,Control,0,182.625,42.8,507,1
C2016,UM,UM67368,C2016|UM67368,Control,0,182.625,49.6,357,1
C2016,UM,UM67375,C2016|UM67375,Control,0,182.625,41.4,935,1
C2016,UM,UM67529,C2016|UM67529,Control,0,182.625,40.2,881,1
