cohort,group,init,weight_age,post_dosing,n_tx,diff_g,pct,p
C2017,RaAc_16,16.0,12,False,181,-1.0202703900801868,-2.2749547975824718,0.35903265450107663
C2017,RaAc_16,16.0,18,True,165,-5.545677535145489,-12.089537250600005,3.827216397360473e-14
C2017,RaAc_16,16.0,24,True,141,-6.15999081606537,-14.210183139347453,1.644036013773932e-15
C2017,RaAc_9,9.0,6,False,193,-0.5600795400993612,-1.4837010767826968,0.711550411138673
C2017,RaAc_9,9.0,12,True,182,-6.163941867810286,-13.744091037565422,1.0362094451312134e-15
C2017,RaAc_9,9.0,18,True,175,-7.608896822755679,-16.587340499281936,1.2826085704820983e-24
C2017,RaAc_9,9.0,24,True,157,-6.794198325810026,-15.673205590341544,4.024192507255432e-18
C2017,Sul,5.0,6,True,191,-0.08416290061544239,-0.22295509356784193,0.9745677914980593
C2017,Sul,5.0,12,True,180,-0.25283495085469965,-0.5637604404046473,0.959478670902297
C2017,Sul,5.0,18,True,161,0.1566698883752109,0.3415392329532132,0.7929135898907426
C2017,Sul,5.0,24,True,119,0.26689196571672297,0.6156800918215571,0.7683681503723353
C2017,Syr,5.0,6,True,197,-1.0809920553217185,-2.8636451818787005,0.25847000614256227
C2017,Syr,5.0,12,True,177,-1.7409738102904215,-3.8819481195316756,0.061022522921234966
C2017,Syr,5.0,18,True,165,-2.0492114909263135,-4.467266352381107,0.013253085647809356
C2017,Syr,5.0,24,True,133,-0.6282389467690938,-1.449253863427325,0.468538714637536
C2018,Fis_Cyc,20.0,6,False,195,-0.8308239693174556,-2.1962244095240675,0.2750931509414853
C2018,Fis_Cyc,20.0,12,False,183,-0.89271069342345,-2.011013636337696,0.27710678226071617
C2018,Fis_Cyc,20.0,18,False,169,-0.8589105498733894,-1.8845997355899418,0.25604934858024264
C2018,Fis_Cyc,20.0,24,True,131,-1.189918394283712,-2.8108989528375417,0.2018715932791621
C2018,Fis_On,20.0,6,False,193,-0.45455031002129626,-1.2015716001135945,0.3104709106061832
C2018,Fis_On,20.0,12,False,180,-0.4959765571150129,-1.11728875548374,0.364987090502037
C2018,Fis_On,20.0,18,False,159,-0.2902885740877578,-0.6369438238373174,0.6807703550845241
C2018,Fis_On,20.0,24,True,119,-0.8658891924921064,-2.0454570970091965,0.31463569661322877
C2018,SG1002,18.0,6,False,196,0.05686680435583875,0.15032337586567826,0.77199518981213
C2018,SG1002,18.0,12,False,186,0.3222523573665313,0.7259394222341456,0.4826383579139444
C2018,SG1002,18.0,18,True,165,0.0504634252734031,0.11072556733787621,0.9103158607674103
C2018,SG1002,18.0,24,True,133,-0.3641239588119041,-0.860156174948082,0.6987572288183066
C2019,Asta,12.0,6,False,193,0.6034758454993469,1.6675372782580742,0.19027872478984303
C2019,Asta,12.0,12,True,189,0.6268417170427568,1.4782447144518167,0.21669246553343588
C2019,Asta,12.0,18,True,171,-1.643635437521633,-3.813226111204554,0.04384454357178336
C2019,Asta,12.0,24,True,150,-0.823548995070033,-2.0047157900543073,0.33737535945365715
