cohort,site,sex,group,dose,cell,is_control,init_months,bw_6,bw_12,pct_6_12,lifespan_days,dead
C2015,TJL,f,bGPA,3300,C2015|TJL|bGPA|3300|f,False,6.0,35.0,32.0,-8.571428571428571,1004,1
C2015,TJL,f,bGPA,3300,C2015|TJL|bGPA|3300|f,False,6.0,44.0,51.0,15.909090909090908,886,1
C2015,TJL,m,bGPA,3300,C2015|TJL|bGPA|3300|m,False,6.0,48.0,51.0,6.25,580,1
C2015,TJL,m,bGPA,3300,C2015|TJL|bGPA|3300|m,False,6.0,40.0,43.0,7.5,469,1
C2015,TJL,m,bGPA,3300,C2015|TJL|bGPA|3300|m,False,6.0,37.0,42.0,13.513513513513514,913,1
C2015,TJL,m,bGPA,3300,C2015|TJL|bGPA|3300|m,False,6.0,36.0,42.0,16.666666666666668,1112,1
C2015,TJL,m,bGPA,3300,C2015|TJL|bGPA|3300|m,False,6.0,35.0,41.0,17.142857142857142,608,1
C2015,TJL,m,bGPA,3300,C2015|TJL|bGPA|3300|m,False,6.0,36.0,45.0,25.0,992,1
C2015,TJL,f,bGPA,3300,C2015|TJL|bGPA|3300|f,False,6.0,27.0,26.0,-3.7037037037037037,865,1
C2015,TJL,f,bGPA,3300,C2015|TJL|bGPA|3300|f,False,6.0,23.0,25.0,8.695652173913043,956,1
C2015,TJL,f,bGPA,3300,C2015|TJL|bGPA|3300|f,False,6.0,25.0,24.0,-4.0,1086,1
C2015,TJL,f,bGPA,3300,C2015|TJL|bGPA|3300|f,False,6.0,29.0,32.0,10.344827586206897,1044,1
C2015,TJL,f,bGPA,3300,C2015|TJL|bGPA|3300|f,False,6.0,24.0,24.0,0.0,580,1
C2015,TJL,f,bGPA,3300,C2015|TJL|bGPA|3300|f,False,6.0,24.0,25.0,4.166666666666667,1018,1
C2015,TJL,f,bGPA,3300,C2015|TJL|bGPA|3300|f,False,6.0,26.0,24.0,-7.6923076923076925,956,1
C2015,TJL,f,bGPA,3300,C2015|TJL|bGPA|3300|f,False,6.0,32.0,38.0,18.75,1037,1
C2015,TJL,f,bGPA,3300,C2015|TJL|bGPA|3300|f,False,6.0,36.0,46.0,27.77777777777778,861,1
C2015,TJL,f,bGPA,3300,C2015|TJL|bGPA|3300|f,False,6.0,28.0,34.0,21.428571428571427,952,1
C2015,TJL,f,bGPA,3300,C2015|TJL|bGPA|3300|f,False,6.0,22.0,25.0,13.636363636363637,1110,1
C2015,TJL,f,bGPA,3300,C2015|TJL|bGPA|3300|f,False,6.0,25.0,35.0,40.0,756,1
C2015,TJL,m,bGPA,3300,C2015|TJL|bGPA|3300|m,False,6.0,46.0,56.0,21.73913043478261,470,1
C2015,TJL,m,bGPA,3300,C2015|TJL|bGPA|3300|m,False,6.0,38.0,46.0,21.05263157894737,428,1
C2015,TJL,m,bGPA,3300,C2015|TJL|bGPA|3300|m,False,6.0,38.0,46.0,21.05263157894737,598,1
C2015,TJL,f,bGPA,3300,C2015|TJL|bGPA|3300|f,False,6.0,30.0,33.0,10.0,990,1
C2015,TJL,f,bGPA,3300,C2015|TJL|bGPA|3300|f,False,6.0,27.0,32.0,18.51851851851852,726,1
C2015,TJL,f,bGPA,3300,C2015|TJL|bGPA|3300|f,False,6.0,24.0,28.0,16.666666666666668,880,1
C2015,TJL,f,bGPA,3300,C2015|TJL|bGPA|3300|f,False,6.0,32.0,40.0,25.0,927,1
C2015,TJL,m,bGPA,3300,C2015|TJL|bGPA|3300|m,False,6.0,33.0,42.0,27.272727272727273,500,1
C2015,TJL,m,bGPA,3300,C2015|TJL|bGPA|3300|m,False,6.0,35.0,43.0,22.857142857142858,1057,1
C2015,TJL,m,bGPA,3300,C2015|TJL|bGPA|3300|m,False,6.0,33.0,40.0,21.21212121212121,460,1
C2015,TJL,m,bGPA,3300,C2015|TJL|bGPA|3300|m,False,6.0,36.0,43.0,19.444444444444443,923,1
C2015,TJL,m,bGPA,3300,C2015|TJL|bGPA|3300|m,False,6.0,48.0,47.0,-2.0833333333333335,634,1
C2015,TJL,m,bGPA,3300,C2015|TJL|bGPA|3300|m,False,6.0,44.0,49.0,11.363636363636363,837,1
C2015,TJL,f,bGPA,3300,C2015|TJL|bGPA|3300|f,False,6.0,24.0,27.0,12.5,662,1
C2015,TJL,f,bGPA,3300,C2015|TJL|bGPA|3300|f,False,6.0,30.0,38.0,26.666666666666668,727,1
C2015,TJL,f,bGPA,3300,C2015|TJL|bGPA|3300|f,False,6.0,27.0,30.0,11.11111111111111,1026,1
C2015,TJL,f,bGPA,3300,C2015|TJL|bGPA|3300|f,False,6.0,32.0,45.0,40.625,903,1
C2015,TJL,m,bGPA,3300,C2015|TJL|bGPA|3300|m,False,6.0,52.0,54.0,3.8461538461538463,727,1
C2015,TJL,m,bGPA,3300,C2015|TJL|bGPA|3300|m,False,6.0,51.0,51.0,0.0,637,1
C2015,TJL,m,bGPA,3300,C2015|TJL|bGPA|3300|m,False,6.0,50.0,55.0,10.0,866,1
C2015,TJL,m,bGPA,3300,C2015|TJL|bGPA|3300|m,False,6.0,44.0,48.0,9.090909090909092,782,1
C2015,TJL,m,bGPA,3300,C2015|TJL|bGPA|3300|m,False,6.0,43.0,51.0,18.6046511627907,866,1
C2015,TJL,f,rapa_hi_continuous,42,C2015|TJL|rapa_hi_continuous|42|f,False,20.0,25.0,27.0,8.0,1322,1
C2015,TJL,f,rapa_hi_continuous,42,C2015|TJL|rapa_hi_continuous|42|f,False,20.0,41.0,47.0,14.634146341463415,1134,1
C2015,TJL,f,rapa_hi_continuous,42,C2015|TJL|rapa_hi_continuous|42|f,False,20.0,34.0,45.0,32.35294117647059,1166,1
C2015,TJL,f,rapa_hi_continuous,42,C2015|TJL|rapa_hi_continuous|42|f,False,20.0,37.0,48.0,29.72972972972973,1173,1
C2015,TJL,m,rapa_hi_continuous,42,C2015|TJL|rapa_hi_continuous|42|m,False,20.0,29.0,35.0,20.689655172413794,1092,1
C2015,TJL,m,rapa_hi_continuous,42,C2015|TJL|rapa_hi_continuous|42|m,False,20.0,31.0,35.0,12.903225806451612,617,1
C2015,TJL,m,rapa_hi_continuous,42,C2015|TJL|rapa_hi_continuous|42|m,False,20.0,42.0,46.0,9.523809523809524,680,1
C2015,TJL,f,rapa_hi_continuous,42,C2015|TJL|rapa_hi_continuous|42|f,False,20.0,28.0,33.0,17.857142857142858,1251,1
C2015,TJL,f,rapa_hi_continuous,42,C2015|TJL|rapa_hi_continuous|42|f,False,20.0,28.0,40.0,42.857142857142854,1287,1
C2015,TJL,f,rapa_hi_continuous,42,C2015|TJL|rapa_hi_continuous|42|f,False,20.0,23.0,27.0,17.391304347826086,1169,1
C2015,TJL,f,rapa_hi_continuous,42,C2015|TJL|rapa_hi_continuous|42|f,False,20.0,26.0,34.0,30.76923076923077,577,1
C2015,TJL,f,rapa_hi_continuous,42,C2015|TJL|rapa_hi_continuous|42|f,False,20.0,28.0,37.0,32.142857142857146,1002,1
C2015,TJL,f,rapa_hi_continuous,42,C2015|TJL|rapa_hi_continuous|42|f,False,20.0,29.0,46.0,58.62068965517241,532,1
C2015,TJL,f,rapa_hi_continuous,42,C2015|TJL|rapa_hi_continuous|42|f,False,20.0,34.0,41.0,20.58823529411765,995,1
C2015,TJL,m,rapa_hi_continuous,42,C2015|TJL|rapa_hi_continuous|42|m,False,20.0,44.0,49.0,11.363636363636363,481,1
C2015,TJL,m,rapa_hi_continuous,42,C2015|TJL|rapa_hi_continuous|42|m,False,20.0,38.0,42.0,10.526315789473685,628,1
C2015,TJL,f,rapa_hi_continuous,42,C2015|TJL|rapa_hi_continuous|42|f,False,20.0,25.0,31.0,24.0,1261,1
C2015,TJL,f,rapa_hi_continuous,42,C2015|TJL|rapa_hi_continuous|42|f,False,20.0,23.0,27.0,17.391304347826086,1275,1
C2015,TJL,f,rapa_hi_continuous,42,C2015|TJL|rapa_hi_continuous|42|f,False,20.0,26.0,38.0,46.15384615384615,1273,1
C2015,TJL,f,rapa_hi_continuous,42,C2015|TJL|rapa_hi_continuous|42|f,False,20.0,24.0,27.0,12.5,1076,1
C2015,TJL,f,rapa_hi_continuous,42,C2015|TJL|rapa_hi_continuous|42|f,False,20.0,26.0,41.0,57.69230769230769,1062,1
C2015,TJL,f,rapa_hi_continuous,42,C2015|TJL|rapa_hi_continuous|42|f,False,20.0,27.0,39.0,44.44444444444444,754,1
C2015,TJL,f,rapa_hi_continuous,42,C2015|TJL|rapa_hi_continuous|42|f,False,20.0,26.0,24.0,-7.6923076923076925,649,1
C2015,TJL,f,rapa_hi_continuous,42,C2015|TJL|rapa_hi_continuous|42|f,False,20.0,31.0,44.0,41.935483870967744,879,1
C2015,TJL,f,rapa_hi_continuous,42,C2015|TJL|rapa_hi_continuous|42|f,False,20.0,44.0,53.0,20.454545454545453,654,1
C2015,TJL,f,rapa_hi_continuous,42,C2015|TJL|rapa_hi_continuous|42|f,False,20.0,28.0,42.0,50.0,1046,1
C2015,TJL,f,rapa_hi_continuous,42,C2015|TJL|rapa_hi_continuous|42|f,False,20.0,31.0,44.0,41.935483870967744,1043,1
C2015,TJL,f,rapa_hi_continuous,42,C2015|TJL|rapa_hi_continuous|42|f,False,20.0,31.0,41.0,32.25806451612903,1192,1
C2015,TJL,f,rapa_hi_continuous,42,C2015|TJL|rapa_hi_continuous|42|f,False,20.0,24.0,32.0,33.333333333333336,1329,1
C2015,TJL,f,rapa_hi_continuous,42,C2015|TJL|rapa_hi_continuous|42|f,False,20.0,29.0,41.0,41.37931034482759,967,1
C2015,TJL,f,rapa_hi_continuous,42,C2015|TJL|rapa_hi_continuous|42|f,False,20.0,26.0,35.0,34.61538461538461,1116,1
C2015,TJL,f,rapa_hi_continuous,42,C2015|TJL|rapa_hi_continuous|42|f,False,20.0,28.0,30.0,7.142857142857143,917,1
C2015,TJL,m,rapa_hi_continuous,42,C2015|TJL|rapa_hi_continuous|42|m,False,20.0,31.0,37.0,19.35483870967742,1248,1
C2015,TJL,m,rapa_hi_continuous,42,C2015|TJL|rapa_hi_continuous|42|m,False,20.0,37.0,41.0,10.81081081081081,946,1
C2015,TJL,m,rapa_hi_continuous,42,C2015|TJL|rapa_hi_continuous|42|m,False,20.0,37.0,46.0,24.324324324324323,959,1
C2015,TJL,f,rapa_hi_continuous,42,C2015|TJL|rapa_hi_continuous|42|f,False,20.0,27.0,35.0,29.62962962962963,624,1
C2015,TJL,f,rapa_hi_continuous,42,C2015|TJL|rapa_hi_continuous|42|f,False,20.0,34.0,39.0,14.705882352941176,512,1
C2015,TJL,f,rapa_hi_continuous,42,C2015|TJL|rapa_hi_continuous|42|f,False,20.0,35.0,51.0,45.714285714285715,714,1
C2015,TJL,f,rapa_hi_continuous,42,C2015|TJL|rapa_hi_continuous|42|f,False,20.0,25.0,31.0,24.0,1211,1
C2015,TJL,f,rapa_hi_continuous,42,C2015|TJL|rapa_hi_continuous|42|f,False,20.0,28.0,30.0,7.142857142857143,1113,1
C2015,TJL,f,rapa_hi_continuous,42,C2015|TJL|rapa_hi_continuous|42|f,False,20.0,24.0,28.0,16.666666666666668,854,1
C2015,TJL,f,rapa_hi_continuous,42,C2015|TJL|rapa_hi_continuous|42|f,False,20.0,27.0,32.0,18.51851851851852,1190,1
C2015,TJL,f,rapa_hi_continuous,42,C2015|TJL|rapa_hi_continuous|42|f,False,20.0,34.0,41.0,20.58823529411765,1208,1
C2015,TJL,m,rapa_hi_continuous,42,C2015|TJL|rapa_hi_continuous|42|m,False,20.0,29.0,34.0,17.24137931034483,1234,1
C2015,TJL,m,rapa_hi_continuous,42,C2015|TJL|rapa_hi_continuous|42|m,False,20.0,40.0,43.0,7.5,1095,1
C2015,TJL,m,rapa_hi_continuous,42,C2015|TJL|rapa_hi_continuous|42|m,False,20.0,31.0,35.0,12.903225806451612,911,1
C2015,TJL,m,rapa_hi_continuous,42,C2015|TJL|rapa_hi_continuous|42|m,False,20.0,38.0,43.0,13.157894736842104,980,1
C2015,TJL,m,rapa_hi_continuous,42,C2015|TJL|rapa_hi_continuous|42|m,False,20.0,47.0,51.0,8.51063829787234,854,1
C2015,TJL,m,rapa_hi_continuous,42,C2015|TJL|rapa_hi_continuous|42|m,False,20.0,38.0,39.0,2.6315789473684212,1152,1
C2015,TJL,m,rapa_hi_continuous,42,C2015|TJL|rapa_hi_continuous|42|m,False,20.0,47.0,52.0,10.638297872340425,436,1
C2015,TJL,m,rapa_hi_continuous,42,C2015|TJL|rapa_hi_continuous|42|m,False,20.0,42.0,51.0,21.428571428571427,631,1
C2015,TJL,m,rapa_hi_continuous,42,C2015|TJL|rapa_hi_continuous|42|m,False,20.0,35.0,42.0,20.0,665,1
C2015,TJL,m,rapa_hi_continuous,42,C2015|TJL|rapa_hi_continuous|42|m,False,20.0,40.0,48.0,20.0,596,1
C2015,TJL,f,rapa_hi_continuous,42,C2015|TJL|rapa_hi_continuous|42|f,False,20.0,29.0,37.0,27.586206896551722,1117,1
C2015,TJL,f,rapa_hi_continuous,42,C2015|TJL|rapa_hi_continuous|42|f,False,20.0,30.0,42.0,40.0,1102,1
C2015,TJL,f,rapa_hi_continuous,42,C2015|TJL|rapa_hi_continuous|42|f,False,20.0,24.0,27.0,12.5,1121,1
C2015,TJL,f,rapa_hi_continuous,42,C2015|TJL|rapa_hi_continuous|42|f,False,20.0,23.0,25.0,8.695652173913043,977,1
C2015,TJL,f,rapa_hi_continuous,42,C2015|TJL|rapa_hi_continuous|42|f,False,20.0,25.0,26.0,4.0,956,1
C2015,TJL,f,rapa_hi_continuous,42,C2015|TJL|rapa_hi_continuous|42|f,False,20.0,24.0,32.0,33.333333333333336,1198,1
C2015,TJL,f,rapa_hi_continuous,42,C2015|TJL|rapa_hi_continuous|42|f,False,20.0,33.0,45.0,36.36363636363637,1300,1
C2015,TJL,f,rapa_hi_continuous,42,C2015|TJL|rapa_hi_continuous|42|f,False,20.0,26.0,29.0,11.538461538461538,886,1
C2015,TJL,m,rapa_hi_continuous,42,C2015|TJL|rapa_hi_continuous|42|m,False,20.0,31.0,38.0,22.580645161290324,781,1
C2015,TJL,m,rapa_hi_continuous,42,C2015|TJL|rapa_hi_continuous|42|m,False,20.0,31.0,43.0,38.70967741935484,802,1
C2015,TJL,m,rapa_hi_continuous,42,C2015|TJL|rapa_hi_continuous|42|m,False,20.0,34.0,45.0,32.35294117647059,1079,1
C2015,TJL,m,rapa_hi_continuous,42,C2015|TJL|rapa_hi_continuous|42|m,False,20.0,46.0,51.0,10.869565217391305,586,1
C2015,TJL,m,rapa_hi_continuous,42,C2015|TJL|rapa_hi_continuous|42|m,False,20.0,36.0,39.0,8.333333333333334,684,1
C2015,TJL,m,rapa_hi_continuous,42,C2015|TJL|rapa_hi_continuous|42|m,False,20.0,28.0,31.0,10.714285714285714,1222,1
C2015,TJL,m,rapa_hi_continuous,42,C2015|TJL|rapa_hi_continuous|42|m,False,20.0,41.0,44.0,7.317073170731708,579,1
C2015,TJL,m,rapa_hi_continuous,42,C2015|TJL|rapa_hi_continuous|42|m,False,20.0,42.0,48.0,14.285714285714286,383,1
C2015,TJL,m,rapa_hi_continuous,42,C2015|TJL|rapa_hi_continuous|42|m,False,20.0,38.0,45.0,18.42105263157895,957,1
C2015,TJL,f,rapa_hi_continuous,42,C2015|TJL|rapa_hi_continuous|42|f,False,20.0,27.0,35.0,29.62962962962963,1258,1
C2015,TJL,f,rapa_hi_continuous,42,C2015|TJL|rapa_hi_continuous|42|f,False,20.0,25.0,26.0,4.0,1193,1
C2015,TJL,f,rapa_hi_continuous,42,C2015|TJL|rapa_hi_continuous|42|f,False,20.0,27.0,34.0,25.925925925925927,1205,1
C2015,TJL,f,rapa_hi_continuous,42,C2015|TJL|rapa_hi_continuous|42|f,False,20.0,27.0,41.0,51.851851851851855,788,1
C2015,TJL,m,rapa_hi_continuous,42,C2015|TJL|rapa_hi_continuous|42|m,False,20.0,40.0,49.0,22.5,844,1
C2015,TJL,m,rapa_hi_continuous,42,C2015|TJL|rapa_hi_continuous|42|m,False,20.0,44.0,50.0,13.636363636363637,509,1
C2015,TJL,m,rapa_hi_continuous,42,C2015|TJL|rapa_hi_continuous|42|m,False,20.0,41.0,48.0,17.073170731707318,858,1
C2015,TJL,m,rapa_hi_continuous,42,C2015|TJL|rapa_hi_continuous|42|m,False,20.0,34.0,44.0,29.41176470588235,1084,1
C2015,TJL,m,rapa_hi_continuous,42,C2015|TJL|rapa_hi_continuous|42|m,False,20.0,40.0,46.0,15.0,816,1
C2015,TJL,m,rapa_hi_continuous,42,C2015|TJL|rapa_hi_continuous|42|m,False,20.0,43.0,46.0,6.976744186046512,411,1
C2015,TJL,m,rapa_hi_continuous,42,C2015|TJL|rapa_hi_continuous|42|m,False,20.0,39.0,50.0,28.205128205128204,952,1
C2015,TJL,m,rapa_hi_continuous,42,C2015|TJL|rapa_hi_continuous|42|m,False,20.0,45.0,51.0,13.333333333333334,862,1
C2015,TJL,m,rapa_hi_continuous,42,C2015|TJL|rapa_hi_continuous|42|m,False,20.0,44.0,51.0,15.909090909090908,918,1
C2015,TJL,m,rapa_hi_continuous,42,C2015|TJL|rapa_hi_continuous|42|m,False,20.0,41.0,48.0,17.073170731707318,1138,1
C2015,TJL,m,rapa_hi_continuous,42,C2015|TJL|rapa_hi_continuous|42|m,False,20.0,32.0,39.0,21.875,1006,1
C2015,TJL,m,rapa_hi_continuous,42,C2015|TJL|rapa_hi_continuous|42|m,False,20.0,33.0,38.0,15.151515151515152,958,1
C2015,TJL,m,rapa_hi_continuous,42,C2015|TJL|rapa_hi_continuous|42|m,False,20.0,38.0,46.0,21.05263157894737,817,1
C2015,TJL,m,rapa_hi_continuous,42,C2015|TJL|rapa_hi_continuous|42|m,False,20.0,41.0,47.0,14.634146341463415,767,1
C2015,TJL,m,rapa_hi_continuous,42,C2015|TJL|rapa_hi_continuous|42|m,False,20.0,36.0,44.0,22.22222222222222,705,1
C2015,TJL,m,rapa_hi_continuous,42,C2015|TJL|rapa_hi_continuous|42|m,False,20.0,47.0,51.0,8.51063829787234,959,1
C2015,TJL,m,rapa_hi_continuous,42,C2015|TJL|rapa_hi_continuous|42|m,False,20.0,40.0,48.0,20.0,421,1
C2015,TJL,m,rapa_hi_continuous,42,C2015|TJL|rapa_hi_continuous|42|m,False,20.0,44.0,51.0,15.909090909090908,701,1
C2015,TJL,m,rapa_hi_cycle,42,C2015|TJL|rapa_hi_cycle|42|m,False,20.0,44.0,48.0,9.090909090909092,652,1
C2015,TJL,m,rapa_hi_cycle,42,C2015|TJL|rapa_hi_cycle|42|m,False,20.0,37.0,44.0,18.91891891891892,1133,1
C2015,TJL,m,rapa_hi_cycle,42,C2015|TJL|rapa_hi_cycle|42|m,False,20.0,46.0,46.0,0.0,624,1
C2015,TJL,m,rapa_hi_cycle,42,C2015|TJL|rapa_hi_cycle|42|m,False,20.0,48.0,57.0,18.75,443,1
C2015,TJL,m,rapa_hi_cycle,42,C2015|TJL|rapa_hi_cycle|42|m,False,20.0,35.0,38.0,8.571428571428571,666,1
C2015,TJL,m,rapa_hi_cycle,42,C2015|TJL|rapa_hi_cycle|42|m,False,20.0,47.0,48.0,2.127659574468085,558,1
C2015,TJL,f,rapa_hi_cycle,42,C2015|TJL|rapa_hi_cycle|42|f,False,20.0,24.0,29.0,20.833333333333332,1159,1
C2015,TJL,f,rapa_hi_cycle,42,C2015|TJL|rapa_hi_cycle|42|f,False,20.0,28.0,44.0,57.142857142857146,1092,1
C2015,TJL,f,rapa_hi_cycle,42,C2015|TJL|rapa_hi_cycle|42|f,False,20.0,26.0,40.0,53.84615384615385,952,1
C2015,TJL,f,rapa_hi_cycle,42,C2015|TJL|rapa_hi_cycle|42|f,False,20.0,23.0,25.0,8.695652173913043,1266,1
C2015,TJL,m,rapa_hi_cycle,42,C2015|TJL|rapa_hi_cycle|42|m,False,20.0,51.0,61.0,19.607843137254903,426,1
C2015,TJL,m,rapa_hi_cycle,42,C2015|TJL|rapa_hi_cycle|42|m,False,20.0,42.0,47.0,11.904761904761905,1173,1
C2015,TJL,m,rapa_hi_cycle,42,C2015|TJL|rapa_hi_cycle|42|m,False,20.0,39.0,43.0,10.256410256410257,990,1
C2015,TJL,m,rapa_hi_cycle,42,C2015|TJL|rapa_hi_cycle|42|m,False,20.0,40.0,49.0,22.5,666,1
C2015,TJL,m,rapa_hi_cycle,42,C2015|TJL|rapa_hi_cycle|42|m,False,20.0,35.0,43.0,22.857142857142858,1138,1
C2015,TJL,m,rapa_hi_cycle,42,C2015|TJL|rapa_hi_cycle|42|m,False,20.0,34.0,37.0,8.823529411764707,1290,1
C2015,TJL,f,rapa_hi_cycle,42,C2015|TJL|rapa_hi_cycle|42|f,False,20.0,28.0,39.0,39.285714285714285,1048,1
C2015,TJL,f,rapa_hi_cycle,42,C2015|TJL|rapa_hi_cycle|42|f,False,20.0,31.0,41.0,32.25806451612903,1117,1
C2015,TJL,f,rapa_hi_cycle,42,C2015|TJL|rapa_hi_cycle|42|f,False,20.0,28.0,33.0,17.857142857142858,844,1
C2015,TJL,f,rapa_hi_cycle,42,C2015|TJL|rapa_hi_cycle|42|f,False,20.0,24.0,30.0,25.0,783,1
C2015,TJL,f,rapa_hi_cycle,42,C2015|TJL|rapa_hi_cycle|42|f,False,20.0,32.0,35.0,9.375,1206,1
C2015,TJL,f,rapa_hi_cycle,42,C2015|TJL|rapa_hi_cycle|42|f,False,20.0,24.0,31.0,29.166666666666668,1098,1
C2015,TJL,f,rapa_hi_cycle,42,C2015|TJL|rapa_hi_cycle|42|f,False,20.0,35.0,48.0,37.142857142857146,1025,1
C2015,TJL,f,rapa_hi_cycle,42,C2015|TJL|rapa_hi_cycle|42|f,False,20.0,29.0,31.0,6.896551724137931,875,1
C2015,TJL,m,rapa_hi_cycle,42,C2015|TJL|rapa_hi_cycle|42|m,False,20.0,41.0,48.0,17.073170731707318,659,1
C2015,TJL,m,rapa_hi_cycle,42,C2015|TJL|rapa_hi_cycle|42|m,False,20.0,38.0,43.0,13.157894736842104,759,1
C2015,TJL,m,rapa_hi_cycle,42,C2015|TJL|rapa_hi_cycle|42|m,False,20.0,39.0,41.0,5.128205128205129,938,1
C2015,TJL,f,rapa_hi_cycle,42,C2015|TJL|rapa_hi_cycle|42|f,False,20.0,30.0,37.0,23.333333333333332,1227,1
C2015,TJL,f,rapa_hi_cycle,42,C2015|TJL|rapa_hi_cycle|42|f,False,20.0,34.0,44.0,29.41176470588235,777,1
C2015,TJL,f,rapa_hi_cycle,42,C2015|TJL|rapa_hi_cycle|42|f,False,20.0,27.0,43.0,59.25925925925926,1089,1
C2015,TJL,f,rapa_hi_cycle,42,C2015|TJL|rapa_hi_cycle|42|f,False,20.0,28.0,47.0,67.85714285714286,1109,1
C2015,TJL,f,rapa_hi_cycle,42,C2015|TJL|rapa_hi_cycle|42|f,False,20.0,35.0,36.0,2.857142857142857,390,1
C2015,TJL,f,rapa_hi_cycle,42,C2015|TJL|rapa_hi_cycle|42|f,False,20.0,31.0,45.0,45.16129032258065,1052,1
C2015,TJL,f,rapa_hi_cycle,42,C2015|TJL|rapa_hi_cycle|42|f,False,20.0,26.0,39.0,50.0,1198,1
C2015,TJL,f,rapa_hi_cycle,42,C2015|TJL|rapa_hi_cycle|42|f,False,20.0,32.0,48.0,50.0,624,1
C2015,TJL,f,rapa_hi_cycle,42,C2015|TJL|rapa_hi_cycle|42|f,False,20.0,27.0,34.0,25.925925925925927,1162,1
C2015,TJL,f,rapa_hi_cycle,42,C2015|TJL|rapa_hi_cycle|42|f,False,20.0,29.0,39.0,34.48275862068966,825,1
C2015,TJL,f,rapa_hi_cycle,42,C2015|TJL|rapa_hi_cycle|42|f,False,20.0,30.0,31.0,3.3333333333333335,1226,1
C2015,TJL,m,rapa_hi_cycle,42,C2015|TJL|rapa_hi_cycle|42|m,False,20.0,42.0,44.0,4.761904761904762,721,1
C2015,TJL,m,rapa_hi_cycle,42,C2015|TJL|rapa_hi_cycle|42|m,False,20.0,45.0,52.0,15.555555555555555,847,1
C2015,TJL,m,rapa_hi_cycle,42,C2015|TJL|rapa_hi_cycle|42|m,False,20.0,42.0,46.0,9.523809523809524,1036,1
C2015,TJL,f,rapa_hi_cycle,42,C2015|TJL|rapa_hi_cycle|42|f,False,20.0,27.0,30.0,11.11111111111111,1262,1
C2015,TJL,f,rapa_hi_cycle,42,C2015|TJL|rapa_hi_cycle|42|f,False,20.0,29.0,36.0,24.137931034482758,1012,1
C2015,TJL,f,rapa_hi_cycle,42,C2015|TJL|rapa_hi_cycle|42|f,False,20.0,29.0,34.0,17.24137931034483,1242,1
C2015,TJL,f,rapa_hi_cycle,42,C2015|TJL|rapa_hi_cycle|42|f,False,20.0,32.0,39.0,21.875,621,1
C2015,TJL,f,rapa_hi_cycle,42,C2015|TJL|rapa_hi_cycle|42|f,False,20.0,30.0,30.0,0.0,1135,1
C2015,TJL,f,rapa_hi_cycle,42,C2015|TJL|rapa_hi_cycle|42|f,False,20.0,36.0,44.0,22.22222222222222,1161,1
C2015,TJL,f,rapa_hi_cycle,42,C2015|TJL|rapa_hi_cycle|42|f,False,20.0,28.0,37.0,32.142857142857146,830,1
C2015,TJL,f,rapa_hi_cycle,42,C2015|TJL|rapa_hi_cycle|42|f,False,20.0,24.0,32.0,33.333333333333336,628,1
C2015,TJL,m,rapa_hi_cycle,42,C2015|TJL|rapa_hi_cycle|42|m,False,20.0,40.0,50.0,25.0,1348,1
C2015,TJL,m,rapa_hi_cycle,42,C2015|TJL|rapa_hi_cycle|42|m,False,20.0,33.0,40.0,21.21212121212121,988,1
C2015,TJL,m,rapa_hi_cycle,42,C2015|TJL|rapa_hi_cycle|42|m,False,20.0,39.0,47.0,20.512820512820515,1047,1
C2015,TJL,f,rapa_hi_cycle,42,C2015|TJL|rapa_hi_cycle|42|f,False,20.0,33.0,46.0,39.39393939393939,948,1
C2015,TJL,f,rapa_hi_cycle,42,C2015|TJL|rapa_hi_cycle|42|f,False,20.0,28.0,33.0,17.857142857142858,1068,1
C2015,TJL,f,rapa_hi_cycle,42,C2015|TJL|rapa_hi_cycle|42|f,False,20.0,38.0,49.0,28.94736842105263,887,1
C2015,TJL,f,rapa_hi_cycle,42,C2015|TJL|rapa_hi_cycle|42|f,False,20.0,23.0,27.0,17.391304347826086,1126,1
C2015,TJL,m,rapa_hi_cycle,42,C2015|TJL|rapa_hi_cycle|42|m,False,20.0,37.0,40.0,8.108108108108109,859,1
C2015,TJL,m,rapa_hi_cycle,42,C2015|TJL|rapa_hi_cycle|42|m,False,20.0,40.0,45.0,12.5,761,1
C2015,TJL,m,rapa_hi_cycle,42,C2015|TJL|rapa_hi_cycle|42|m,False,20.0,43.0,47.0,9.30232558139535,858,1
C2015,TJL,m,rapa_hi_cycle,42,C2015|TJL|rapa_hi_cycle|42|m,False,20.0,37.0,41.0,10.81081081081081,983,1
C2015,TJL,m,rapa_hi_cycle,42,C2015|TJL|rapa_hi_cycle|42|m,False,20.0,41.0,48.0,17.073170731707318,599,1
C2015,TJL,m,rapa_hi_cycle,42,C2015|TJL|rapa_hi_cycle|42|m,False,20.0,45.0,49.0,8.88888888888889,693,1
C2015,TJL,f,rapa_hi_cycle,42,C2015|TJL|rapa_hi_cycle|42|f,False,20.0,24.0,27.0,12.5,1138,1
C2015,TJL,f,rapa_hi_cycle,42,C2015|TJL|rapa_hi_cycle|42|f,False,20.0,26.0,34.0,30.76923076923077,910,1
C2015,TJL,f,rapa_hi_cycle,42,C2015|TJL|rapa_hi_cycle|42|f,False,20.0,35.0,48.0,37.142857142857146,805,1
C2015,TJL,m,rapa_hi_cycle,42,C2015|TJL|rapa_hi_cycle|42|m,False,20.0,31.0,36.0,16.129032258064516,1205,1
