cohort,site,sex,group,dead,lifespan_days,bw_6,bw_12,bw_18,bw_24
C2009,TJL,f,Rapa_lo,1,974,22.0,32.0,31.0,30.0
C2009,TJL,f,Rapa_lo,1,1128,25.0,42.0,43.0,43.0
C2009,TJL,f,Rapa_lo,1,1272,24.0,31.0,35.0,31.0
C2009,TJL,m,Rapa_lo,1,876,41.0,47.0,46.0,46.0
C2009,TJL,m,Rapa_lo,1,1217,39.0,47.0,45.0,44.0
C2009,TJL,m,Rapa_lo,1,772,38.0,45.0,45.0,31.0
C2009,TJL,f,Rapa_lo,1,849,25.0,40.0,41.0,42.0
C2009,TJL,f,Rapa_lo,1,828,29.0,44.0,50.0,50.0
C2009,TJL,f,Rapa_lo,1,1114,22.0,28.0,29.0,28.0
C2009,TJL,f,Rapa_lo,1,842,23.0,32.0,31.0,30.0
C2009,TJL,m,Rapa_lo,1,779,48.0,54.0,50.0,47.0
C2009,TJL,m,Rapa_lo,1,302,41.0,,,
C2009,TJL,m,Rapa_lo,1,1029,44.0,51.0,51.0,50.0
C2009,TJL,f,Rapa_lo,1,730,35.0,44.0,42.0,
C2009,TJL,f,Rapa_lo,1,1322,35.0,50.0,51.0,47.0
C2009,TJL,f,Rapa_lo,1,854,35.0,49.0,48.0,34.0
C2009,TJL,f,Rapa_lo,1,1140,27.0,36.0,32.0,29.0
C2009,TJL,m,Rapa_lo,1,1106,44.0,51.0,47.0,47.0
C2009,TJL,m,Rapa_lo,1,441,52.0,61.0,,
C2009,TJL,m,Rapa_lo,1,612,39.0,50.0,40.0,
C2009,TJL,m,Rapa_lo,1,313,45.0,,,
C2009,TJL,m,Rapa_lo,1,774,44.0,46.0,44.0,
C2009,TJL,m,Rapa_lo,1,551,36.0,39.0,37.0,
C2009,TJL,f,Rapa_lo,0,778,,,,
C2009,TJL,f,Rapa_lo,0,778,,,,
C2009,TJL,f,Rapa_lo,0,458,,,,
C2009,TJL,f,Rapa_lo,0,778,,,,
C2009,TJL,m,Rapa_lo,1,498,49.0,53.0,,
C2009,TJL,m,Rapa_lo,1,765,47.0,54.0,49.0,
C2009,TJL,m,Rapa_lo,1,428,51.0,53.0,,
C2009,TJL,m,Rapa_lo,1,1135,46.0,46.0,47.0,45.0
C2009,TJL,m,Rapa_lo,1,674,46.0,46.0,38.0,
C2009,TJL,m,Rapa_lo,1,512,49.0,54.0,,
C2009,TJL,m,Rapa_lo,1,1002,48.0,53.0,54.0,55.0
C2009,TJL,m,Rapa_lo,1,897,43.0,49.0,49.0,50.0
C2009,TJL,m,Rapa_lo,1,260,45.0,,,
C2009,TJL,m,Rapa_lo,1,953,43.0,43.0,44.0,45.0
C2009,TJL,m,Rapa_lo,1,260,49.0,,,
C2009,TJL,m,Rapa_lo,1,577,50.0,52.0,51.0,
C2009,TJL,m,Rapa_lo,1,1044,41.0,45.0,43.0,30.0
C2009,TJL,m,Rapa_lo,1,834,44.0,46.0,46.0,44.0
C2009,TJL,m,Rapa_lo,1,751,42.0,47.0,50.0,
C2009,TJL,f,Rapa_lo,0,749,,,,
C2009,TJL,f,Rapa_lo,0,749,,,,
C2009,TJL,f,Rapa_lo,0,749,,,,
C2009,TJL,f,Rapa_lo,0,749,,,,
C2009,TJL,m,Rapa_lo,1,392,46.0,51.0,,
C2009,TJL,m,Rapa_lo,1,1058,42.0,42.0,41.0,39.0
C2009,TJL,m,Rapa_lo,1,288,55.0,,,
C2009,TJL,m,Rapa_lo,1,840,48.0,53.0,49.0,35.0
C2009,TJL,m,Rapa_lo,1,718,44.0,48.0,49.0,
C2009,TJL,m,Rapa_lo,1,887,47.0,50.0,49.0,47.0
C2009,TJL,f,Rapa_lo,1,1002,30.0,35.0,38.0,40.0
C2009,TJL,f,Rapa_lo,1,1219,33.0,44.0,43.0,43.0
C2009,TJL,f,Rapa_lo,1,904,34.0,42.0,42.0,43.0
C2009,TJL,f,Rapa_lo,1,1037,30.0,38.0,42.0,47.0
C2009,TJL,m,Rapa_lo,1,449,42.0,48.0,,
C2009,TJL,m,Rapa_lo,1,1210,38.0,40.0,38.0,38.0
C2009,TJL,m,Rapa_lo,1,793,39.0,44.0,43.0,39.0
C2009,TJL,m,Rapa_lo,1,826,46.0,51.0,48.0,39.0
C2009,TJL,m,Rapa_lo,1,848,41.0,46.0,45.0,40.0
C2009,TJL,m,Rapa_lo,1,757,30.0,37.0,36.0,31.0
C2009,TJL,f,Rapa_lo,1,1035,43.0,49.0,54.0,56.0
C2009,TJL,f,Rapa_lo,1,1043,38.0,39.0,45.0,45.0
C2009,TJL,f,Rapa_lo,1,1121,34.0,43.0,49.0,48.0
C2009,TJL,f,Rapa_lo,1,890,36.0,42.0,52.0,56.0
C2009,TJL,m,Rapa_lo,1,1191,40.0,44.0,42.0,46.0
C2009,TJL,m,Rapa_lo,1,611,31.0,35.0,34.0,
C2009,TJL,m,Rapa_lo,1,540,37.0,47.0,,
C2009,TJL,m,Rapa_lo,1,715,43.0,44.0,42.0,
C2009,TJL,m,Rapa_lo,1,919,40.0,41.0,38.0,33.0
C2009,TJL,m,Rapa_lo,1,498,51.0,55.0,,
C2009,TJL,m,Rapa_mid,1,1016,41.0,48.0,41.0,39.0
C2009,TJL,m,Rapa_mid,0,920,,,,
C2009,TJL,m,Rapa_mid,1,421,39.0,47.0,,
C2009,TJL,m,Rapa_mid,1,995,34.0,39.0,42.0,40.0
C2009,TJL,m,Rapa_mid,1,728,34.0,33.0,40.0,
C2009,TJL,m,Rapa_mid,1,554,39.0,51.0,48.0,
C2009,TJL,m,Rapa_mid,1,909,,45.0,42.0,40.0
C2009,TJL,m,Rapa_mid,1,698,,47.0,43.0,
C2009,TJL,m,Rapa_mid,1,692,,44.0,41.0,
C2009,TJL,m,Rapa_mid,1,349,57.0,,,
C2009,TJL,m,Rapa_mid,1,447,46.0,48.0,,
C2009,TJL,m,Rapa_mid,1,698,45.0,45.0,42.0,
C2009,TJL,m,Rapa_mid,1,660,40.0,45.0,44.0,
C2009,TJL,m,Rapa_mid,1,574,47.0,53.0,48.0,28.0
C2009,TJL,m,Rapa_mid,1,1156,44.0,53.0,51.0,47.0
C2009,TJL,m,Rapa_mid,1,1066,44.0,51.0,47.0,45.0
C2009,TJL,m,Rapa_mid,1,492,42.0,47.0,,
C2009,TJL,m,Rapa_mid,0,493,,,,
C2009,TJL,m,Rapa_mid,1,877,40.0,50.0,47.0,42.0
C2009,TJL,m,Rapa_mid,1,881,35.0,42.0,40.0,37.0
C2009,TJL,m,Rapa_mid,1,282,41.0,,,
C2009,TJL,m,Rapa_mid,1,412,44.0,48.0,,
C2009,TJL,m,Rapa_mid,1,1034,39.0,47.0,43.0,46.0
C2009,TJL,m,Rapa_mid,1,517,46.0,49.0,,
C2009,TJL,f,Rapa_mid,0,750,,,,
C2009,TJL,f,Rapa_mid,0,750,,,,
C2009,TJL,f,Rapa_mid,0,750,,,,
C2009,TJL,f,Rapa_mid,0,750,,,,
C2009,TJL,f,Rapa_mid,0,750,,,,
C2009,TJL,f,Rapa_mid,0,750,,,,
C2009,TJL,f,Rapa_mid,0,750,,,,
C2009,TJL,f,Rapa_mid,0,750,,,,
C2009,TJL,m,Rapa_mid,1,704,45.0,50.0,48.0,
C2009,TJL,m,Rapa_mid,1,1243,40.0,44.0,41.0,36.0
C2009,TJL,m,Rapa_mid,1,1068,42.0,44.0,46.0,37.0
C2009,TJL,f,Rapa_mid,1,790,25.0,31.0,29.0,
C2009,TJL,f,Rapa_mid,1,1327,32.0,42.0,47.0,46.0
C2009,TJL,f,Rapa_mid,1,1110,38.0,57.0,55.0,40.0
C2009,TJL,f,Rapa_mid,1,586,44.0,54.0,58.0,
C2009,TJL,f,Rapa_mid,1,904,36.0,51.0,52.0,52.0
C2009,TJL,f,Rapa_mid,1,1059,29.0,42.0,46.0,49.0
C2009,TJL,f,Rapa_mid,1,953,37.0,51.0,57.0,52.0
C2009,TJL,f,Rapa_mid,1,1190,32.0,44.0,50.0,45.0
C2009,TJL,f,Rapa_mid,1,541,26.0,37.0,,
C2009,TJL,f,Rapa_mid,1,898,30.0,40.0,46.0,47.0
C2009,TJL,f,Rapa_mid,1,1002,36.0,42.0,51.0,54.0
C2009,TJL,f,Rapa_mid,1,968,34.0,43.0,46.0,45.0
C2009,TJL,f,Rapa_mid,1,1251,24.0,30.0,34.0,36.0
C2009,TJL,f,Rapa_mid,1,831,28.0,35.0,39.0,36.0
C2009,TJL,f,Rapa_mid,1,1138,32.0,38.0,43.0,41.0
C2009,TJL,f,Rapa_mid,1,1412,29.0,36.0,43.0,45.0
C2009,TJL,f,Rapa_mid,1,1264,28.0,38.0,40.0,42.0
C2009,TJL,f,Rapa_mid,1,812,46.0,55.0,59.0,18.0
C2009,TJL,f,Rapa_mid,1,1264,35.0,44.0,50.0,58.0
C2009,TJL,f,Rapa_mid,1,1154,28.0,34.0,39.0,45.0
C2009,TJL,m,Rapa_mid,1,1271,32.0,33.0,34.0,31.0
C2009,TJL,m,Rapa_mid,1,958,43.0,48.0,45.0,39.0
C2009,TJL,m,Rapa_mid,1,706,44.0,49.0,47.0,
C2009,TJL,m,Rapa_mid,1,1045,45.0,49.0,48.0,35.0
C2009,TJL,m,Rapa_mid,1,674,53.0,60.0,57.0,
C2009,TJL,m,Rapa_mid,1,709,51.0,58.0,50.0,
C2009,TJL,f,Rapa_mid,0,763,,,,
C2009,TJL,f,Rapa_mid,0,763,,,,
C2009,TJL,f,Rapa_mid,0,763,,,,
C2009,TJL,f,Rapa_mid,0,763,,,,
C2009,TJL,f,Rapa_mid,0,756,,,,
C2009,TJL,f,Rapa_mid,0,756,,,,
C2009,TJL,f,Rapa_mid,0,756,,,,
C2009,TJL,f,Rapa_mid,0,756,,,,
C2009,TJL,m,Rapa_mid,1,232,34.0,,,
C2009,TJL,m,Rapa_mid,1,232,36.0,,,
C2009,TJL,m,Rapa_mid,1,232,40.0,,,
C2009,TJL,m,Rapa_mid,1,751,43.0,50.0,45.0,
C2009,TJL,m,Rapa_mid,1,624,39.0,44.0,42.0,
C2009,TJL,m,Rapa_mid,1,1240,32.0,37.0,39.0,30.0
C2009,TJL,m,Rapa_mid,1,1250,42.0,44.0,43.0,39.0
C2009,TJL,m,Rapa_mid,1,887,43.0,47.0,48.0,44.0
C2009,TJL,m,Rapa_mid,1,992,38.0,41.0,39.0,35.0
C2009,TJL,m,Rapa_mid,1,1163,39.0,41.0,41.0,37.0
C2009,TJL,m,Rapa_mid,1,869,45.0,49.0,45.0,29.0
C2009,TJL,m,Rapa_mid,1,477,47.0,51.0,,
C2009,TJL,f,Rapa_mid,0,1021,,,,
C2009,TJL,f,Rapa_mid,0,746,,,,
C2009,TJL,f,Rapa_mid,0,746,,,,
C2009,TJL,f,Rapa_mid,0,746,,,,
C2009,TJL,f,Rapa_mid,1,929,34.0,42.0,46.0,37.0
C2009,TJL,f,Rapa_mid,1,908,39.0,49.0,50.0,41.0
C2009,TJL,f,Rapa_mid,1,934,45.0,54.0,55.0,30.0
C2009,TJL,f,Rapa_mid,1,1278,36.0,49.0,53.0,53.0
C2009,TJL,m,Rapa_mid,1,1081,46.0,50.0,49.0,46.0
C2009,TJL,m,Rapa_mid,1,660,43.0,46.0,41.0,
C2009,TJL,m,Rapa_mid,1,1030,48.0,47.0,43.0,36.0
C2009,TJL,m,Rapa_mid,1,1140,33.0,36.0,35.0,38.0
C2009,TJL,m,Rapa_mid,1,855,45.0,46.0,46.0,34.0
C2009,TJL,m,Rapa_mid,1,324,45.0,,,
C2009,TJL,f,Rapa_mid,1,1002,32.0,45.0,46.0,41.0
C2009,TJL,f,Rapa_mid,1,1176,27.0,31.0,33.0,34.0
C2009,TJL,f,Rapa_mid,1,932,28.0,33.0,39.0,38.0
C2009,TJL,f,Rapa_mid,1,891,35.0,45.0,47.0,47.0
C2009,TJL,m,Rapa_mid,1,820,41.0,41.0,41.0,39.0
C2009,TJL,m,Rapa_mid,1,246,45.0,,,
C2009,TJL,m,Rapa_mid,1,602,43.0,43.0,43.0,
C2009,UM,f,17aE2,1,768,31.299999,38.900002,35.299999,33.0
C2009,UM,f,17aE2,1,927,32.799999,42.5,42.900002,47.700001
C2009,UM,f,17aE2,1,929,31.5,35.0,36.0,41.0
C2009,UM,f,17aE2,1,1167,28.799999,37.299999,40.200001,41.599998
C2009,UM,f,17aE2,1,880,30.700001,37.299999,37.299999,31.1
C2009,UM,f,17aE2,1,846,25.9,31.700001,33.900002,32.599998
C2009,UM,f,17aE2,1,971,23.700001,31.799999,33.099998,44.900002
C2009,UM,f,17aE2,1,991,26.700001,37.099998,39.799999,48.299999
C2009,UM,f,17aE2,1,964,28.700001,33.200001,35.799999,38.400002
C2009,UM,f,17aE2,1,877,31.0,38.900002,39.099998,39.900002
C2009,UM,f,17aE2,1,872,29.700001,35.5,38.799999,37.900002
C2009,UM,f,17aE2,1,797,28.299999,33.599998,35.799999,32.5
C2009,UM,f,17aE2,1,1046,32.700001,42.799999,48.599998,50.099998
C2009,UM,f,17aE2,1,988,26.700001,30.5,31.200001,32.099998
C2009,UM,f,17aE2,1,860,23.0,23.9,24.799999,26.1
C2009,UM,f,17aE2,1,914,28.1,34.599998,37.799999,41.299999
C2009,UM,m,17aE2,1,1148,37.400002,44.0,42.400002,44.400002
C2009,UM,m,17aE2,1,1190,36.799999,40.400002,39.299999,41.700001
C2009,UM,m,17aE2,1,1010,34.5,44.400002,42.5,43.599998
C2009,UM,m,17aE2,1,572,39.200001,44.900002,42.599998,
C2009,UM,m,17aE2,1,1171,32.099998,33.0,32.400002,32.900002
C2009,UM,m,17aE2,1,949,41.5,42.799999,42.599998,42.0
C2009,UM,f,17aE2,1,738,31.700001,40.200001,40.099998,39.700001
C2009,UM,f,17aE2,1,910,26.700001,30.700001,32.400002,36.0
C2009,UM,f,17aE2,1,990,31.1,38.200001,38.099998,34.5
C2009,UM,f,17aE2,1,921,24.799999,28.4,28.1,30.0
C2009,UM,m,17aE2,1,1236,37.200001,40.599998,42.200001,42.400002
C2009,UM,m,17aE2,1,909,30.5,33.599998,34.900002,33.599998
C2009,UM,m,17aE2,1,837,38.900002,44.200001,45.400002,38.200001
C2009,UM,m,17aE2,1,971,45.0,49.0,50.5,54.900002
C2009,UM,m,17aE2,1,1155,39.0,38.299999,37.799999,38.200001
C2009,UM,m,17aE2,1,1076,32.200001,36.400002,36.200001,37.099998
C2009,UM,f,17aE2,1,618,26.200001,32.299999,24.0,
C2009,UM,f,17aE2,1,956,28.4,33.5,40.5,41.599998
C2009,UM,f,17aE2,1,1096,31.0,39.5,42.700001,38.799999
C2009,UM,f,17aE2,1,893,25.200001,26.799999,30.0,30.5
C2009,UM,m,17aE2,1,821,36.400002,44.200001,47.5,49.5
C2009,UM,m,17aE2,1,825,34.099998,35.099998,36.700001,38.799999
C2009,UM,m,17aE2,1,801,36.0,36.400002,36.299999,35.5
C2009,UM,m,17aE2,1,1187,35.200001,35.299999,38.200001,37.5
C2009,UM,m,17aE2,1,1188,33.299999,32.299999,32.299999,33.700001
C2009,UM,m,17aE2,1,1145,39.200001,36.599998,39.099998,40.099998
C2009,UM,m,17aE2,1,739,39.5,42.5,36.400002,38.799999
C2009,UM,m,17aE2,1,1012,42.799999,45.400002,43.0,44.200001
C2009,UM,m,17aE2,1,930,32.400002,33.099998,34.099998,33.099998
C2009,UM,m,17aE2,1,1168,42.299999,42.0,43.299999,40.0
C2009,UM,m,17aE2,1,1007,35.0,37.799999,43.599998,40.599998
C2009,UM,m,17aE2,1,1108,32.5,33.799999,35.900002,33.099998
C2009,UM,m,17aE2,1,831,38.099998,43.599998,41.5,30.700001
C2009,UM,m,17aE2,1,1361,38.099998,39.200001,38.099998,36.200001
C2009,UM,m,17aE2,1,595,44.0,46.0,37.299999,
C2009,UM,f,17aE2,1,553,21.9,24.4,34.599998,
C2009,UM,f,17aE2,0,43,,,,
C2009,UM,f,17aE2,1,810,33.200001,40.900002,49.0,44.200001
C2009,UM,f,17aE2,1,677,24.799999,29.299999,35.900002,
C2009,UM,m,17aE2,1,1050,31.200001,43.200001,39.0,45.299999
C2009,UM,m,17aE2,1,789,30.1,37.700001,37.0,34.5
C2009,UM,m,17aE2,1,951,33.400002,38.900002,39.299999,36.5
C2009,UM,f,17aE2,1,970,27.6,38.099998,42.099998,38.099998
C2009,UM,f,17aE2,1,759,27.799999,35.799999,41.0,42.900002
C2009,UM,f,17aE2,1,531,25.200001,31.200001,,
C2009,UM,f,17aE2,1,832,24.4,29.5,31.9,36.099998
C2009,UM,f,17aE2,1,597,28.9,37.799999,43.900002,
C2009,UM,f,17aE2,1,914,29.700001,35.700001,41.700001,37.799999
C2009,UM,f,17aE2,1,986,30.9,34.5,36.599998,35.0
C2009,UM,f,17aE2,1,1068,29.6,35.5,38.799999,34.099998
C2009,UM,m,17aE2,1,1022,37.299999,41.299999,42.400002,39.799999
C2009,UM,m,17aE2,1,851,33.599998,33.299999,34.5,33.400002
C2009,UM,m,17aE2,1,852,39.200001,39.200001,38.400002,39.400002
C2009,UM,m,17aE2,1,833,31.700001,33.900002,38.400002,28.9
C2009,UM,m,17aE2,1,1148,29.9,31.1,29.9,27.0
C2009,UM,m,17aE2,1,885,33.099998,36.200001,41.799999,32.700001
C2009,UM,m,17aE2,0,421,,,,
C2009,UM,m,17aE2,0,421,,,,
C2009,UM,m,17aE2,0,421,,,,
C2009,UM,m,17aE2,1,1153,32.900002,35.400002,36.900002,34.900002
C2009,UM,m,17aE2,1,907,32.299999,34.799999,36.200001,35.799999
C2009,UM,m,17aE2,1,804,39.900002,44.700001,43.799999,39.5
C2009,UM,m,17aE2,0,489,,,,
C2009,UM,m,17aE2,0,489,,,,
C2009,UM,m,17aE2,0,489,,,,
C2009,UM,m,17aE2,1,845,36.799999,39.900002,40.5,37.599998
C2009,UM,m,17aE2,1,758,37.700001,41.400002,44.599998,36.700001
C2009,UM,m,17aE2,1,776,39.599998,43.099998,44.900002,43.200001
C2009,UM,m,17aE2,1,806,30.4,33.299999,40.5,28.6
C2009,UM,m,17aE2,1,934,36.400002,44.599998,50.299999,42.5
C2009,UM,m,17aE2,1,1119,36.099998,42.299999,45.299999,45.599998
C2009,UM,f,17aE2,1,908,20.6,25.0,28.200001,38.200001
C2009,UM,f,17aE2,0,673,,,,
C2009,UM,f,17aE2,1,1006,25.299999,25.5,24.700001,23.700001
C2009,UM,f,17aE2,1,998,28.799999,32.200001,37.299999,37.099998
C2009,UM,f,17aE2,1,735,32.299999,35.799999,39.400002,25.799999
C2009,UM,f,17aE2,1,887,28.299999,36.900002,40.200001,39.0
C2009,UM,f,17aE2,1,944,25.5,36.200001,39.900002,41.599998
C2009,UM,f,17aE2,1,861,27.9,30.1,36.0,39.700001
C2009,UM,m,ACA,1,1089,28.4,32.799999,34.200001,33.5
C2009,UM,m,ACA,1,1000,30.799999,33.799999,34.0,34.200001
C2009,UM,m,ACA,1,813,34.200001,38.0,40.5,39.700001
C2009,UM,f,ACA,1,693,23.5,25.9,26.4,
C2009,UM,f,ACA,1,818,25.799999,30.9,31.5,40.0
C2009,UM,f,ACA,1,1152,22.5,26.5,27.299999,28.299999
C2009,UM,f,ACA,1,964,23.299999,26.0,26.9,26.799999
C2009,UM,m,ACA,1,522,33.599998,38.099998,,
C2009,UM,m,ACA,1,927,29.200001,31.299999,31.5,31.1
C2009,UM,m,ACA,1,528,29.0,33.5,,
C2009,UM,m,ACA,1,1210,29.5,31.5,31.799999,32.700001
C2009,UM,m,ACA,1,986,28.799999,31.6,32.0,32.700001
C2009,UM,m,ACA,1,1219,27.700001,30.200001,31.200001,32.299999
C2009,UM,m,ACA,1,832,28.799999,32.099998,31.5,31.200001
C2009,UM,m,ACA,1,1021,32.5,35.400002,37.200001,38.599998
C2009,UM,m,ACA,1,780,33.599998,41.099998,43.400002,38.900002
C2009,UM,m,ACA,0,562,,,,
C2009,UM,m,ACA,0,562,,,,
C2009,UM,m,ACA,0,562,,,,
C2009,UM,m,ACA,1,984,32.0,35.799999,35.5,35.5
C2009,UM,m,ACA,1,1216,31.799999,38.799999,40.0,41.700001
C2009,UM,m,ACA,1,999,34.0,37.799999,39.400002,37.599998
C2009,UM,m,ACA,1,1250,35.5,37.400002,40.700001,39.5
C2009,UM,m,ACA,1,1215,33.799999,37.299999,38.099998,36.200001
C2009,UM,m,ACA,1,1030,33.5,37.5,39.099998,36.5
C2009,UM,m,ACA,1,1190,31.5,32.799999,35.099998,32.799999
C2009,UM,m,ACA,1,1178,32.599998,34.599998,37.700001,37.299999
C2009,UM,m,ACA,1,975,31.6,34.200001,37.5,34.400002
C2009,UM,m,ACA,1,507,30.799999,34.200001,,
C2009,UM,m,ACA,1,968,31.9,34.5,37.0,36.200001
C2009,UM,m,ACA,1,1066,31.1,33.099998,35.0,35.299999
C2009,UM,m,ACA,1,844,32.900002,38.0,41.799999,42.099998
C2009,UM,m,ACA,1,1012,32.5,37.0,37.5,33.900002
C2009,UM,m,ACA,1,1010,33.799999,38.900002,40.599998,37.099998
C2009,UM,m,ACA,1,1221,29.1,30.6,33.599998,33.200001
C2009,UM,m,ACA,1,1181,30.1,33.400002,33.900002,30.299999
C2009,UM,m,ACA,1,1423,32.299999,35.400002,36.900002,34.900002
C2009,UM,m,ACA,1,1149,30.4,31.200001,33.700001,32.299999
C2009,UM,m,ACA,1,1147,30.6,31.1,33.299999,32.5
C2009,UM,m,ACA,1,797,31.200001,34.099998,35.700001,35.700001
C2009,UM,f,ACA,1,806,27.200001,30.200001,32.900002,33.400002
C2009,UM,f,ACA,1,962,24.4,28.5,29.799999,32.099998
C2009,UM,f,ACA,1,1212,28.200001,28.9,30.299999,32.099998
C2009,UM,f,ACA,1,855,23.799999,26.5,28.0,28.5
C2009,UM,m,ACA,1,696,39.400002,43.700001,46.0,
C2009,UM,m,ACA,1,818,33.599998,36.700001,38.599998,36.799999
C2009,UM,m,ACA,1,952,35.099998,40.5,41.799999,36.900002
C2009,UM,m,ACA,1,801,30.799999,33.599998,34.299999,34.0
C2009,UM,m,ACA,1,1020,32.400002,36.200001,38.400002,35.400002
C2009,UM,m,ACA,1,933,33.799999,37.400002,42.599998,43.200001
C2009,UM,f,ACA,1,1027,27.799999,33.200001,32.900002,33.200001
C2009,UM,f,ACA,1,1025,24.799999,29.6,32.799999,32.5
C2009,UM,f,ACA,1,648,28.799999,36.900002,39.099998,
C2009,UM,f,ACA,1,803,25.0,29.9,34.200001,30.5
C2009,UM,f,ACA,1,688,27.1,30.4,35.299999,
C2009,UM,f,ACA,1,782,27.799999,32.900002,34.799999,31.0
C2009,UM,f,ACA,1,1030,24.799999,26.700001,28.299999,24.4
C2009,UM,f,ACA,1,833,23.0,25.5,27.1,26.5
C2009,UM,m,ACA,1,760,33.400002,37.599998,39.599998,30.799999
C2009,UM,m,ACA,1,844,33.299999,34.200001,36.599998,33.799999
C2009,UM,m,ACA,1,497,31.700001,36.299999,,
C2009,UM,f,ACA,1,1017,28.6,30.4,34.0,30.5
C2009,UM,f,ACA,1,1054,24.4,27.6,30.200001,28.4
C2009,UM,f,ACA,1,880,23.299999,27.9,29.0,26.799999
C2009,UM,f,ACA,0,987,,,,
C2009,UM,f,ACA,1,1228,23.4,27.1,29.0,24.4
C2009,UM,f,ACA,1,1026,25.4,28.700001,33.5,27.5
C2009,UM,f,ACA,1,1191,24.4,26.9,28.700001,22.4
C2009,UM,f,ACA,1,1125,25.0,27.6,30.299999,24.700001
C2009,UM,f,ACA,1,840,27.200001,29.700001,33.099998,33.0
C2009,UM,f,ACA,1,606,30.9,32.900002,41.5,
C2009,UM,f,ACA,1,825,25.9,31.799999,34.700001,29.200001
C2009,UM,f,ACA,1,909,24.200001,28.1,32.099998,30.0
C2009,UM,f,ACA,1,1250,22.9,23.200001,26.1,28.6
C2009,UM,f,ACA,1,716,25.299999,30.1,33.299999,
C2009,UM,f,ACA,1,988,24.299999,28.4,29.700001,29.4
C2009,UM,f,ACA,1,883,26.4,27.700001,29.299999,29.9
C2009,UM,m,ACA,1,1280,31.6,34.799999,38.799999,36.599998
C2009,UM,m,ACA,1,632,34.799999,40.5,43.900002,
C2009,UM,m,ACA,1,1259,32.200001,35.900002,38.799999,37.5
C2009,UM,f,ACA,1,1078,26.0,29.0,33.5,33.599998
C2009,UM,f,ACA,1,1118,26.200001,30.6,33.400002,33.400002
C2009,UM,f,ACA,1,944,27.4,32.900002,36.200001,31.6
C2009,UM,f,ACA,1,1019,26.4,29.1,34.099998,34.0
C2009,UM,f,ACA,1,949,24.0,27.1,27.4,25.799999
C2009,UM,f,ACA,1,1021,24.200001,24.5,26.200001,28.299999
C2009,UM,f,ACA,1,876,22.5,24.4,25.299999,25.299999
C2009,UM,f,ACA,1,842,24.200001,27.1,30.700001,30.4
C2009,UM,m,ACA,1,840,32.200001,38.200001,38.599998,38.5
C2009,UM,m,ACA,1,882,33.0,35.400002,37.299999,33.299999
C2009,UM,m,ACA,1,1075,30.9,34.099998,38.599998,36.0
C2009,UM,f,ACA,1,985,27.200001,30.5,31.700001,34.299999
C2009,UM,f,ACA,1,826,27.9,32.900002,33.099998,33.799999
C2009,UM,f,ACA,1,960,23.5,25.4,28.299999,30.6
C2009,UM,f,ACA,1,813,27.4,28.4,30.200001,33.799999
C2009,UM,m,Control,1,836,32.0,36.700001,39.200001,43.599998
C2009,UM,m,Control,1,769,43.099998,46.099998,48.400002,38.200001
C2009,UM,m,Control,1,749,32.599998,37.5,40.400002,40.5
C2009,UM,m,Control,1,1099,34.599998,35.900002,38.900002,38.599998
C2009,UM,m,Control,1,1113,33.099998,37.900002,39.900002,40.099998
C2009,UM,m,Control,1,970,32.099998,39.799999,43.099998,46.900002
C2009,UM,m,Control,1,737,41.799999,45.5,43.599998,46.400002
C2009,UM,m,Control,1,477,41.200001,45.299999,,
C2009,UM,m,Control,1,1219,35.299999,39.0,39.799999,41.0
C2009,UM,f,Control,1,992,26.299999,32.900002,37.0,46.099998
C2009,UM,f,Control,1,857,25.799999,35.0,32.0,38.400002
C2009,UM,f,Control,1,943,30.700001,38.299999,40.400002,45.299999
C2009,UM,f,Control,1,956,23.9,26.9,28.1,35.099998
C2009,UM,m,Control,1,624,39.5,49.099998,53.0,
C2009,UM,m,Control,1,611,36.599998,42.799999,43.400002,
C2009,UM,m,Control,1,739,34.799999,44.900002,45.900002,43.200001
C2009,UM,m,Control,1,440,37.700001,41.400002,,
C2009,UM,m,Control,1,1011,34.299999,42.599998,44.400002,45.700001
C2009,UM,m,Control,1,938,34.0,42.0,44.799999,45.599998
C2009,UM,f,Control,1,942,29.0,31.6,38.599998,42.099998
C2009,UM,f,Control,1,1116,27.200001,27.200001,29.9,40.700001
C2009,UM,f,Control,1,568,32.200001,36.5,36.099998,
C2009,UM,f,Control,1,783,29.299999,36.700001,42.400002,37.400002
C2009,UM,m,Control,1,458,38.700001,43.299999,,
C2009,UM,m,Control,1,1025,38.700001,43.900002,46.400002,45.200001
C2009,UM,m,Control,1,1013,31.1,38.0,39.599998,39.099998
C2009,UM,m,Control,1,928,37.599998,35.599998,38.0,38.900002
C2009,UM,m,Control,1,1138,38.0,33.099998,34.599998,36.400002
C2009,UM,m,Control,1,1006,35.599998,33.5,35.900002,38.099998
C2009,UM,f,Control,1,960,26.4,34.200001,35.400002,41.0
C2009,UM,f,Control,1,841,32.5,38.799999,44.900002,47.700001
C2009,UM,f,Control,1,1013,28.1,34.700001,38.900002,41.299999
C2009,UM,f,Control,1,1060,38.799999,47.400002,55.200001,57.5
C2009,UM,m,Control,1,603,37.900002,43.0,46.599998,
C2009,UM,m,Control,1,1097,34.599998,42.799999,45.0,45.900002
C2009,UM,m,Control,1,934,40.5,42.900002,43.700001,44.099998
C2009,UM,m,Control,1,802,35.299999,39.099998,45.200001,43.700001
