population,cohort,site,sex,id,group,dose,age_initiation,status,dead,age,Rx(ppm),Unnamed: 11,weight_42d,weight_6m,weight_12m,maternal_age_days,parity,mouse
UM-HET3,C2015,TJL,f,JL12460,Control,0,,dead,1,1193,,,,24.0,30.0,,,C2015|JL12460
UM-HET3,C2015,TJL,f,JL12461,Control,0,,dead,1,1054,,,,24.0,28.0,,,C2015|JL12461
UM-HET3,C2015,TJL,f,JL12497,Control,0,,dead,1,1005,,,,36.0,49.0,,,C2015|JL12497
UM-HET3,C2015,TJL,f,JL12498,Control,0,,dead,1,1178,,,,33.0,32.0,,,C2015|JL12498
UM-HET3,C2015,TJL,f,JL12499,Control,0,,dead,1,775,,,,45.0,52.0,,,C2015|JL12499
UM-HET3,C2015,TJL,f,JL12500,Control,0,,dead,1,851,,,,36.0,41.0,,,C2015|JL12500
UM-HET3,C2015,TJL,f,JL12546,Control,0,,dead,1,966,,,,32.0,43.0,,,C2015|JL12546
UM-HET3,C2015,TJL,f,JL12547,Control,0,,dead,1,1043,,,,28.0,32.0,,,C2015|JL12547
UM-HET3,C2015,TJL,f,JL12548,Control,0,,dead,1,932,,,,30.0,43.0,,,C2015|JL12548
UM-HET3,C2015,TJL,f,JL12549,Control,0,,dead,1,827,,,,28.0,45.0,,,C2015|JL12549
UM-HET3,C2015,TJL,f,JL12557,Control,0,,dead,1,1097,,,,28.0,32.0,,,C2015|JL12557
UM-HET3,C2015,TJL,f,JL12558,Control,0,,dead,1,1086,,,,25.0,27.0,,,C2015|JL12558
UM-HET3,C2015,TJL,f,JL12559,Control,0,,dead,1,830,,,,36.0,52.0,,,C2015|JL12559
UM-HET3,C2015,TJL,f,JL12560,Control,0,,dead,1,1007,,,,22.0,25.0,,,C2015|JL12560
UM-HET3,C2015,TJL,f,JL12652,Control,0,,dead,1,890,,,,24.0,27.0,,,C2015|JL12652
UM-HET3,C2015,TJL,f,JL12653,Control,0,,dead,1,876,,,,21.0,27.0,,,C2015|JL12653
UM-HET3,C2015,TJL,f,JL12654,Control,0,,dead,1,770,,,,24.0,26.0,,,C2015|JL12654
UM-HET3,C2015,TJL,f,JL12655,Control,0,,dead,1,1041,,,,25.0,27.0,,,C2015|JL12655
UM-HET3,C2015,TJL,m,JL11875,Control,0,,dead,1,373,,,,49.0,30.0,,,C2015|JL11875
UM-HET3,C2015,TJL,m,JL11876,Control,0,,dead,1,887,,,,42.0,46.0,,,C2015|JL11876
UM-HET3,C2015,TJL,m,JL11877,Control,0,,dead,1,840,,,,40.0,51.0,,,C2015|JL11877
UM-HET3,C2015,TJL,m,JL11943,Control,0,,dead,1,601,,,,30.0,44.0,,,C2015|JL11943
UM-HET3,C2015,TJL,m,JL11944,Control,0,,dead,1,1237,,,,31.0,39.0,,,C2015|JL11944
UM-HET3,C2015,TJL,m,JL11945,Control,0,,dead,1,1164,,,,29.0,38.0,,,C2015|JL11945
UM-HET3,C2015,TJL,m,JL11946,Control,0,,dead,1,762,,,,37.0,38.0,,,C2015|JL11946
UM-HET3,C2015,TJL,m,JL11947,Control,0,,dead,1,629,,,,40.0,47.0,,,C2015|JL11947
UM-HET3,C2015,TJL,m,JL11948,Control,0,,dead,1,483,,,,41.0,46.0,,,C2015|JL11948
UM-HET3,C2015,TJL,m,JL11949,Control,0,,dead,1,348,,,,47.0,,,,C2015|JL11949
UM-HET3,C2015,TJL,m,JL11950,Control,0,,dead,1,1009,,,,40.0,46.0,,,C2015|JL11950
UM-HET3,C2015,TJL,m,JL11951,Control,0,,dead,1,873,,,,45.0,46.0,,,C2015|JL11951
UM-HET3,C2015,TJL,m,JL12011,Control,0,,dead,1,873,,,,35.0,42.0,,,C2015|JL12011
UM-HET3,C2015,TJL,m,JL12012,Control,0,,dead,1,935,,,,50.0,55.0,,,C2015|JL12012
UM-HET3,C2015,TJL,m,JL12013,Control,0,,dead,1,1061,,,,43.0,45.0,,,C2015|JL12013
UM-HET3,C2015,TJL,m,JL12022,Control,0,,dead,1,918,,,,39.0,40.0,,,C2015|JL12022
UM-HET3,C2015,TJL,m,JL12023,Control,0,,dead,1,942,,,,39.0,50.0,,,C2015|JL12023
UM-HET3,C2015,TJL,m,JL12024,Control,0,,dead,1,239,,,,45.0,,,,C2015|JL12024
UM-HET3,C2015,TJL,m,JL12064,Control,0,,dead,1,820,,,,46.0,53.0,,,C2015|JL12064
UM-HET3,C2015,TJL,m,JL12065,Control,0,,dead,1,885,,,,33.0,48.0,,,C2015|JL12065
UM-HET3,C2015,TJL,m,JL12066,Control,0,,dead,1,945,,,,42.0,45.0,,,C2015|JL12066
UM-HET3,C2015,TJL,m,JL12067,Control,0,,dead,1,1042,,,,30.0,37.0,,,C2015|JL12067
UM-HET3,C2015,TJL,m,JL12068,Control,0,,dead,1,457,,,,36.0,43.0,,,C2015|JL12068
UM-HET3,C2015,TJL,m,JL12069,Control,0,,dead,1,520,,,,46.0,53.0,,,C2015|JL12069
UM-HET3,C2015,TJL,m,JL12073,Control,0,,dead,1,177,,,,,,,,C2015|JL12073
UM-HET3,C2015,TJL,m,JL12074,Control,0,,dead,1,1056,,,,34.0,40.0,,,C2015|JL12074
UM-HET3,C2015,TJL,m,JL12075,Control,0,,dead,1,1094,,,,32.0,39.0,,,C2015|JL12075
UM-HET3,C2015,TJL,m,JL12113,Control,0,,dead,1,932,,,,42.0,51.0,,,C2015|JL12113
UM-HET3,C2015,TJL,m,JL12114,Control,0,,dead,1,768,,,,40.0,50.0,,,C2015|JL12114
UM-HET3,C2015,TJL,m,JL12115,Control,0,,dead,1,392,,,,37.0,33.0,,,C2015|JL12115
UM-HET3,C2015,TJL,m,JL12129,Control,0,,dead,1,289,,,,47.0,,,,C2015|JL12129
UM-HET3,C2015,TJL,m,JL12130,Control,0,,dead,1,1032,,,,43.0,48.0,,,C2015|JL12130
UM-HET3,C2015,TJL,m,JL12131,Control,0,,dead,1,924,,,,33.0,40.0,,,C2015|JL12131
UM-HET3,C2015,TJL,m,JL12210,Control,0,,dead,1,649,,,,36.0,46.0,,,C2015|JL12210
UM-HET3,C2015,TJL,m,JL12211,Control,0,,dead,1,866,,,,38.0,44.0,,,C2015|JL12211
UM-HET3,C2015,TJL,m,JL12212,Control,0,,dead,1,908,,,,32.0,40.0,,,C2015|JL12212
UM-HET3,C2015,TJL,m,JL12213,Control,0,,dead,1,732,,,,32.0,42.0,,,C2015|JL12213
UM-HET3,C2015,TJL,m,JL12214,Control,0,,dead,1,349,,,,46.0,,,,C2015|JL12214
UM-HET3,C2015,TJL,m,JL12215,Control,0,,dead,1,698,,,,50.0,57.0,,,C2015|JL12215
UM-HET3,C2015,TJL,m,JL12216,Control,0,,removed,0,318,,,,,,,,C2015|JL12216
UM-HET3,C2015,TJL,m,JL12217,Control,0,,removed,0,318,,,,,,,,C2015|JL12217
UM-HET3,C2015,TJL,m,JL12218,Control,0,,removed,0,318,,,,,,,,C2015|JL12218
UM-HET3,C2015,TJL,m,JL12267,Control,0,,dead,1,374,,,,40.0,43.0,,,C2015|JL12267
UM-HET3,C2015,TJL,m,JL12268,Control,0,,dead,1,1001,,,,37.0,45.0,,,C2015|JL12268
UM-HET3,C2015,TJL,m,JL12269,Control,0,,dead,1,751,,,,38.0,48.0,,,C2015|JL12269
UM-HET3,C2015,TJL,m,JL12270,Control,0,,dead,1,847,,,,37.0,44.0,,,C2015|JL12270
UM-HET3,C2015,TJL,m,JL12271,Control,0,,dead,1,520,,,,33.0,40.0,,,C2015|JL12271
UM-HET3,C2015,TJL,m,JL12272,Control,0,,dead,1,686,,,,39.0,51.0,,,C2015|JL12272
UM-HET3,C2015,TJL,m,JL12289,Control,0,,dead,1,346,,,,41.0,,,,C2015|JL12289
UM-HET3,C2015,TJL,m,JL12290,Control,0,,removed,0,920,,,,,,,,C2015|JL12290
UM-HET3,C2015,TJL,m,JL12291,Control,0,,dead,1,981,,,,40.0,46.0,,,C2015|JL12291
UM-HET3,C2015,TJL,m,JL12295,Control,0,,dead,1,772,,,,48.0,54.0,,,C2015|JL12295
UM-HET3,C2015,TJL,m,JL12296,Control,0,,dead,1,889,,,,35.0,45.0,,,C2015|JL12296
UM-HET3,C2015,TJL,m,JL12297,Control,0,,dead,1,618,,,,45.0,56.0,,,C2015|JL12297
UM-HET3,C2015,TJL,m,JL12306,Control,0,,dead,1,1028,,,,39.0,45.0,,,C2015|JL12306
UM-HET3,C2015,TJL,m,JL12307,Control,0,,dead,1,882,,,,36.0,41.0,,,C2015|JL12307
UM-HET3,C2015,TJL,m,JL12308,Control,0,,dead,1,882,,,,34.0,44.0,,,C2015|JL12308
UM-HET3,C2015,TJL,m,JL12309,Control,0,,dead,1,1161,,,,50.0,58.0,,,C2015|JL12309
UM-HET3,C2015,TJL,m,JL12310,Control,0,,dead,1,869,,,,44.0,49.0,,,C2015|JL12310
UM-HET3,C2015,TJL,m,JL12311,Control,0,,dead,1,680,,,,43.0,49.0,,,C2015|JL12311
UM-HET3,C2015,TJL,m,JL12315,Control,0,,removed,0,295,,,,,,,,C2015|JL12315
UM-HET3,C2015,TJL,m,JL12316,Control,0,,removed,0,295,,,,,,,,C2015|JL12316
UM-HET3,C2015,TJL,m,JL12317,Control,0,,removed,0,295,,,,,,,,C2015|JL12317
UM-HET3,C2015,TJL,m,JL12352,Control,0,,dead,1,1154,,,,41.0,49.0,,,C2015|JL12352
UM-HET3,C2015,TJL,m,JL12353,Control,0,,dead,1,660,,,,38.0,48.0,,,C2015|JL12353
UM-HET3,C2015,TJL,m,JL12354,Control,0,,dead,1,624,,,,33.0,42.0,,,C2015|JL12354
UM-HET3,C2015,TJL,m,JL12370,Control,0,,dead,1,610,,,,34.0,37.0,,,C2015|JL12370
UM-HET3,C2015,TJL,m,JL12371,Control,0,,dead,1,996,,,,43.0,43.0,,,C2015|JL12371
UM-HET3,C2015,TJL,m,JL12372,Control,0,,dead,1,596,,,,44.0,51.0,,,C2015|JL12372
UM-HET3,C2015,TJL,m,JL12373,Control,0,,dead,1,624,,,,43.0,57.0,,,C2015|JL12373
UM-HET3,C2015,TJL,m,JL12374,Control,0,,dead,1,973,,,,36.0,45.0,,,C2015|JL12374
UM-HET3,C2015,TJL,m,JL12375,Control,0,,dead,1,1183,,,,29.0,32.0,,,C2015|JL12375
UM-HET3,C2015,TJL,m,JL12385,Control,0,,dead,1,540,,,,44.0,51.0,,,C2015|JL12385
UM-HET3,C2015,TJL,m,JL12386,Control,0,,dead,1,996,,,,38.0,45.0,,,C2015|JL12386
UM-HET3,C2015,TJL,m,JL12387,Control,0,,dead,1,1148,,,,35.0,44.0,,,C2015|JL12387
UM-HET3,C2015,TJL,m,JL12410,Control,0,,dead,1,597,,,,47.0,54.0,,,C2015|JL12410
UM-HET3,C2015,TJL,m,JL12411,Control,0,,dead,1,918,,,,40.0,44.0,,,C2015|JL12411
UM-HET3,C2015,TJL,m,JL12412,Control,0,,dead,1,666,,,,50.0,57.0,,,C2015|JL12412
UM-HET3,C2015,TJL,m,JL12440,Control,0,,dead,1,727,,,,40.0,45.0,,,C2015|JL12440
UM-HET3,C2015,TJL,m,JL12441,Control,0,,dead,1,697,,,,39.0,45.0,,,C2015|JL12441
UM-HET3,C2015,TJL,m,JL12442,Control,0,,dead,1,258,,,,46.0,,,,C2015|JL12442
UM-HET3,C2015,TJL,m,JL12466,Control,0,,dead,1,693,,,,37.0,44.0,,,C2015|JL12466
UM-HET3,C2015,TJL,m,JL12467,Control,0,,dead,1,667,,,,38.0,44.0,,,C2015|JL12467
UM-HET3,C2015,TJL,m,JL12468,Control,0,,dead,1,861,,,,36.0,47.0,,,C2015|JL12468
UM-HET3,C2015,TJL,m,JL12469,Control,0,,dead,1,930,,,,37.0,44.0,,,C2015|JL12469
UM-HET3,C2015,TJL,m,JL12470,Control,0,,dead,1,930,,,,39.0,46.0,,,C2015|JL12470
UM-HET3,C2015,TJL,m,JL12471,Control,0,,dead,1,1196,,,,41.0,45.0,,,C2015|JL12471
UM-HET3,C2015,TJL,m,JL12475,Control,0,,removed,0,399,,,,,,,,C2015|JL12475
UM-HET3,C2015,TJL,m,JL12476,Control,0,,removed,0,399,,,,,,,,C2015|JL12476
UM-HET3,C2015,TJL,m,JL12477,Control,0,,removed,0,399,,,,,,,,C2015|JL12477
UM-HET3,C2015,TJL,m,JL12537,Control,0,,dead,1,364,,,,44.0,,,,C2015|JL12537
UM-HET3,C2015,TJL,m,JL12538,Control,0,,dead,1,559,,,,40.0,44.0,,,C2015|JL12538
UM-HET3,C2015,TJL,m,JL12539,Control,0,,dead,1,656,,,,46.0,51.0,,,C2015|JL12539
UM-HET3,C2015,TJL,m,JL12577,Control,0,,dead,1,405,,,,44.0,52.0,,,C2015|JL12577
UM-HET3,C2015,TJL,m,JL12578,Control,0,,dead,1,943,,,,52.0,60.0,,,C2015|JL12578
UM-HET3,C2015,TJL,m,JL12579,Control,0,,dead,1,706,,,,41.0,48.0,,,C2015|JL12579
UM-HET3,C2015,TJL,m,JL12622,Control,0,,dead,1,949,,,,33.0,39.0,,,C2015|JL12622
UM-HET3,C2015,TJL,m,JL12623,Control,0,,dead,1,607,,,,35.0,39.0,,,C2015|JL12623
UM-HET3,C2015,TJL,m,JL12624,Control,0,,dead,1,817,,,,40.0,41.0,,,C2015|JL12624
UM-HET3,C2015,TJL,m,JL12696,Control,0,,dead,1,534,,,,35.0,48.0,,,C2015|JL12696
UM-HET3,C2015,TJL,m,JL12697,Control,0,,dead,1,1085,,,,48.0,55.0,,,C2015|JL12697
UM-HET3,C2015,TJL,m,JL12698,Control,0,,dead,1,925,,,,46.0,55.0,,,C2015|JL12698
UM-HET3,C2015,UM,f,UM53403,Control,0,,dead,1,1033,,,,,,,,C2015|UM53403
UM-HET3,C2015,UM,f,UM53410,Control,0,,dead,1,807,,,,,,,,C2015|UM53410
UM-HET3,C2015,UM,f,UM53417,Control,0,,dead,1,950,,,,,,,,C2015|UM53417
UM-HET3,C2015,UM,f,UM53424,Control,0,,dead,1,858,,,,,,,,C2015|UM53424
UM-HET3,C2015,UM,f,UM53942,Control,0,,dead,1,926,,,,,,,,C2015|UM53942
UM-HET3,C2015,UM,f,UM53949,Control,0,,dead,1,1093,,,,,,,,C2015|UM53949
UM-HET3,C2015,UM,f,UM53956,Control,0,,dead,1,857,,,,,,,,C2015|UM53956
UM-HET3,C2015,UM,f,UM53963,Control,0,,dead,1,994,,,,,,,,C2015|UM53963
UM-HET3,C2015,UM,f,UM54481,Control,0,,dead,1,889,,,,,,,,C2015|UM54481
UM-HET3,C2015,UM,f,UM54488,Control,0,,dead,1,840,,,,,,,,C2015|UM54488
UM-HET3,C2015,UM,f,UM54495,Control,0,,dead,1,907,,,,,,,,C2015|UM54495
UM-HET3,C2015,UM,f,UM54502,Control,0,,dead,1,924,,,,,,,,C2015|UM54502
UM-HET3,C2015,UM,f,UM54768,Control,0,,dead,1,909,,,,,,,,C2015|UM54768
UM-HET3,C2015,UM,f,UM54775,Control,0,,dead,1,723,,,,,,,,C2015|UM54775
UM-HET3,C2015,UM,f,UM54782,Control,0,,dead,1,1016,,,,,,,,C2015|UM54782
UM-HET3,C2015,UM,f,UM54789,Control,0,,dead,1,662,,,,,,,,C2015|UM54789
UM-HET3,C2015,UM,f,UM54824,Control,0,,dead,1,1021,,,,,,,,C2015|UM54824
UM-HET3,C2015,UM,f,UM54831,Control,0,,dead,1,792,,,,,,,,C2015|UM54831
UM-HET3,C2015,UM,f,UM54838,Control,0,,dead,1,877,,,,,,,,C2015|UM54838
UM-HET3,C2015,UM,f,UM54845,Control,0,,dead,1,959,,,,,,,,C2015|UM54845
UM-HET3,C2015,UM,f,UM54852,Control,0,,dead,1,908,,,,,,,,C2015|UM54852
UM-HET3,C2015,UM,f,UM54859,Control,0,,dead,1,1039,,,,,,,,C2015|UM54859
UM-HET3,C2015,UM,f,UM54866,Control,0,,dead,1,1079,,,,,,,,C2015|UM54866
UM-HET3,C2015,UM,f,UM54873,Control,0,,dead,1,1061,,,,,,,,C2015|UM54873
UM-HET3,C2015,UM,f,UM55363,Control,0,,dead,1,872,,,,,,,,C2015|UM55363
UM-HET3,C2015,UM,f,UM55370,Control,0,,dead,1,1124,,,,,,,,C2015|UM55370
UM-HET3,C2015,UM,f,UM55377,Control,0,,dead,1,1077,,,,,,,,C2015|UM55377
UM-HET3,C2015,UM,f,UM55384,Control,0,,dead,1,917,,,,,,,,C2015|UM55384
UM-HET3,C2015,UM,f,UM55559,Control,0,,dead,1,1291,,,,,,,,C2015|UM55559
UM-HET3,C2015,UM,f,UM55566,Control,0,,dead,1,748,,,,,,,,C2015|UM55566
UM-HET3,C2015,UM,f,UM55573,Control,0,,dead,1,895,,,,,,,,C2015|UM55573
UM-HET3,C2015,UM,f,UM55580,Control,0,,dead,1,967,,,,,,,,C2015|UM55580
UM-HET3,C2015,UM,f,UM56007,Control,0,,removed,0,733,,,,,,,,C2015|UM56007
UM-HET3,C2015,UM,f,UM56014,Control,0,,dead,1,974,,,,,,,,C2015|UM56014
UM-HET3,C2015,UM,f,UM56021,Control,0,,dead,1,1060,,,,,,,,C2015|UM56021
UM-HET3,C2015,UM,f,UM56028,Control,0,,dead,1,762,,,,,,,,C2015|UM56028
UM-HET3,C2015,UM,f,UM56056,Control,0,,dead,1,743,,,,,,,,C2015|UM56056
UM-HET3,C2015,UM,f,UM56063,Control,0,,dead,1,670,,,,,,,,C2015|UM56063
UM-HET3,C2015,UM,f,UM56070,Control,0,,dead,1,1173,,,,,,,,C2015|UM56070
UM-HET3,C2015,UM,f,UM56077,Control,0,,dead,1,1213,,,,,,,,C2015|UM56077
UM-HET3,C2015,UM,f,UM56413,Control,0,,dead,1,1047,,,,,,,,C2015|UM56413
UM-HET3,C2015,UM,f,UM56420,Control,0,,dead,1,1135,,,,,,,,C2015|UM56420
UM-HET3,C2015,UM,f,UM56427,Control,0,,dead,1,731,,,,,,,,C2015|UM56427
UM-HET3,C2015,UM,f,UM56434,Control,0,,dead,1,801,,,,,,,,C2015|UM56434
UM-HET3,C2015,UM,f,UM56462,Control,0,,dead,1,867,,,,,,,,C2015|UM56462
UM-HET3,C2015,UM,f,UM56469,Control,0,,dead,1,655,,,,,,,,C2015|UM56469
UM-HET3,C2015,UM,f,UM56476,Control,0,,dead,1,473,,,,,,,,C2015|UM56476
UM-HET3,C2015,UM,f,UM56483,Control,0,,dead,1,913,,,,,,,,C2015|UM56483
UM-HET3,C2015,UM,f,UM56560,Control,0,,dead,1,900,,,,,,,,C2015|UM56560
UM-HET3,C2015,UM,f,UM56567,Control,0,,dead,1,791,,,,,,,,C2015|UM56567
UM-HET3,C2015,UM,f,UM56574,Control,0,,dead,1,877,,,,,,,,C2015|UM56574
UM-HET3,C2015,UM,f,UM56581,Control,0,,dead,1,1053,,,,,,,,C2015|UM56581
UM-HET3,C2015,UM,f,UM56770,Control,0,,dead,1,749,,,,,,,,C2015|UM56770
UM-HET3,C2015,UM,f,UM56777,Control,0,,dead,1,899,,,,,,,,C2015|UM56777
UM-HET3,C2015,UM,f,UM56784,Control,0,,dead,1,983,,,,,,,,C2015|UM56784
UM-HET3,C2015,UM,f,UM56791,Control,0,,dead,1,620,,,,,,,,C2015|UM56791
UM-HET3,C2015,UM,f,UM56966,Control,0,,dead,1,686,,,,,,,,C2015|UM56966
UM-HET3,C2015,UM,f,UM56973,Control,0,,dead,1,858,,,,,,,,C2015|UM56973
UM-HET3,C2015,UM,f,UM56980,Control,0,,dead,1,687,,,,,,,,C2015|UM56980
UM-HET3,C2015,UM,f,UM56987,Control,0,,dead,1,965,,,,,,,,C2015|UM56987
UM-HET3,C2015,UM,f,UM57057,Control,0,,dead,1,893,,,,,,,,C2015|UM57057
UM-HET3,C2015,UM,f,UM57064,Control,0,,dead,1,904,,,,,,,,C2015|UM57064
UM-HET3,C2015,UM,f,UM57071,Control,0,,dead,1,991,,,,,,,,C2015|UM57071
UM-HET3,C2015,UM,f,UM57078,Control,0,,dead,1,911,,,,,,,,C2015|UM57078
UM-HET3,C2015,UM,f,UM57176,Control,0,,dead,1,665,,,,,,,,C2015|UM57176
UM-HET3,C2015,UM,f,UM57183,Control,0,,dead,1,601,,,,,,,,C2015|UM57183
UM-HET3,C2015,UM,f,UM57190,Control,0,,dead,1,930,,,,,,,,C2015|UM57190
UM-HET3,C2015,UM,f,UM57197,Control,0,,dead,1,721,,,,,,,,C2015|UM57197
UM-HET3,C2015,UM,f,UM57610,Control,0,,dead,1,802,,,,,,,,C2015|UM57610
UM-HET3,C2015,UM,f,UM57617,Control,0,,dead,1,820,,,,,,,,C2015|UM57617
UM-HET3,C2015,UM,f,UM57624,Control,0,,dead,1,675,,,,,,,,C2015|UM57624
UM-HET3,C2015,UM,f,UM57631,Control,0,,dead,1,1048,,,,,,,,C2015|UM57631
UM-HET3,C2015,UM,f,UM57638,Control,0,,dead,1,892,,,,,,,,C2015|UM57638
UM-HET3,C2015,UM,f,UM57645,Control,0,,dead,1,697,,,,,,,,C2015|UM57645
UM-HET3,C2015,UM,f,UM57652,Control,0,,dead,1,1130,,,,,,,,C2015|UM57652
UM-HET3,C2015,UM,f,UM57659,Control,0,,dead,1,934,,,,,,,,C2015|UM57659
UM-HET3,C2015,UM,f,UM57666,Control,0,,dead,1,1095,,,,,,,,C2015|UM57666
UM-HET3,C2015,UM,f,UM57673,Control,0,,dead,1,1082,,,,,,,,C2015|UM57673
UM-HET3,C2015,UM,f,UM57680,Control,0,,dead,1,843,,,,,,,,C2015|UM57680
UM-HET3,C2015,UM,f,UM57687,Control,0,,dead,1,835,,,,,,,,C2015|UM57687
UM-HET3,C2015,UM,f,UM57743,Control,0,,dead,1,839,,,,,,,,C2015|UM57743
UM-HET3,C2015,UM,f,UM57750,Control,0,,dead,1,992,,,,,,,,C2015|UM57750
UM-HET3,C2015,UM,f,UM57757,Control,0,,dead,1,1028,,,,,,,,C2015|UM57757
UM-HET3,C2015,UM,f,UM57764,Control,0,,dead,1,902,,,,,,,,C2015|UM57764
UM-HET3,C2015,UM,f,UM58254,Control,0,,dead,1,887,,,,,,,,C2015|UM58254
UM-HET3,C2015,UM,f,UM58261,Control,0,,dead,1,906,,,,,,,,C2015|UM58261
UM-HET3,C2015,UM,f,UM58268,Control,0,,dead,1,558,,,,,,,,C2015|UM58268
UM-HET3,C2015,UM,f,UM58275,Control,0,,dead,1,777,,,,,,,,C2015|UM58275
UM-HET3,C2015,UM,f,UM58373,Control,0,,dead,1,783,,,,,,,,C2015|UM58373
UM-HET3,C2015,UM,f,UM58380,Control,0,,dead,1,834,,,,,,,,C2015|UM58380
UM-HET3,C2015,UM,f,UM58387,Control,0,,dead,1,766,,,,,,,,C2015|UM58387
UM-HET3,C2015,UM,f,UM58394,Control,0,,dead,1,936,,,,,,,,C2015|UM58394
UM-HET3,C2015,UM,m,UM52885,Control,0,,removed,0,350,,,,,,,,C2015|UM52885
UM-HET3,C2015,UM,m,UM52892,Control,0,,removed,0,350,,,,,,,,C2015|UM52892
UM-HET3,C2015,UM,m,UM52899,Control,0,,removed,0,350,,,,,,,,C2015|UM52899
UM-HET3,C2015,UM,m,UM53522,Control,0,,dead,1,1223,,,,,,,,C2015|UM53522
UM-HET3,C2015,UM,m,UM53529,Control,0,,dead,1,712,,,,,,,,C2015|UM53529
UM-HET3,C2015,UM,m,UM53536,Control,0,,dead,1,818,,,,,,,,C2015|UM53536
UM-HET3,C2015,UM,m,UM53844,Control,0,,dead,1,349,,,,,,,,C2015|UM53844
UM-HET3,C2015,UM,m,UM53851,Control,0,,dead,1,666,,,,,,,,C2015|UM53851
UM-HET3,C2015,UM,m,UM53858,Control,0,,dead,1,265,,,,,,,,C2015|UM53858
UM-HET3,C2015,UM,m,UM53921,Control,0,,dead,1,494,,,,,,,,C2015|UM53921
UM-HET3,C2015,UM,m,UM53928,Control,0,,dead,1,533,,,,,,,,C2015|UM53928
UM-HET3,C2015,UM,m,UM53935,Control,0,,dead,1,1043,,,,,,,,C2015|UM53935
UM-HET3,C2015,UM,m,UM53998,Control,0,,removed,0,231,,,,,,,,C2015|UM53998
UM-HET3,C2015,UM,m,UM54005,Control,0,,removed,0,231,,,,,,,,C2015|UM54005
UM-HET3,C2015,UM,m,UM54012,Control,0,,removed,0,231,,,,,,,,C2015|UM54012
UM-HET3,C2015,UM,m,UM54061,Control,0,,dead,1,723,,,,,,,,C2015|UM54061
UM-HET3,C2015,UM,m,UM54068,Control,0,,dead,1,635,,,,,,,,C2015|UM54068
UM-HET3,C2015,UM,m,UM54075,Control,0,,dead,1,728,,,,,,,,C2015|UM54075
UM-HET3,C2015,UM,m,UM54334,Control,0,,dead,1,374,,,,,,,,C2015|UM54334
UM-HET3,C2015,UM,m,UM54341,Control,0,,dead,1,664,,,,,,,,C2015|UM54341
UM-HET3,C2015,UM,m,UM54348,Control,0,,dead,1,652,,,,,,,,C2015|UM54348
UM-HET3,C2015,UM,m,UM54355,Control,0,,removed,0,258,,,,,,,,C2015|UM54355
UM-HET3,C2015,UM,m,UM54362,Control,0,,removed,0,258,,,,,,,,C2015|UM54362
UM-HET3,C2015,UM,m,UM54369,Control,0,,removed,0,258,,,,,,,,C2015|UM54369
UM-HET3,C2015,UM,m,UM54460,Control,0,,dead,1,952,,,,,,,,C2015|UM54460
UM-HET3,C2015,UM,m,UM54467,Control,0,,dead,1,853,,,,,,,,C2015|UM54467
UM-HET3,C2015,UM,m,UM54474,Control,0,,dead,1,599,,,,,,,,C2015|UM54474
UM-HET3,C2015,UM,m,UM54719,Control,0,,dead,1,1027,,,,,,,,C2015|UM54719
UM-HET3,C2015,UM,m,UM54726,Control,0,,dead,1,202,,,,,,,,C2015|UM54726
UM-HET3,C2015,UM,m,UM54733,Control,0,,dead,1,830,,,,,,,,C2015|UM54733
UM-HET3,C2015,UM,m,UM55139,Control,0,,dead,1,450,,,,,,,,C2015|UM55139
UM-HET3,C2015,UM,m,UM55146,Control,0,,dead,1,482,,,,,,,,C2015|UM55146
UM-HET3,C2015,UM,m,UM55153,Control,0,,dead,1,899,,,,,,,,C2015|UM55153
UM-HET3,C2015,UM,m,UM55160,Control,0,,dead,1,1215,,,,,,,,C2015|UM55160
UM-HET3,C2015,UM,m,UM55167,Control,0,,dead,1,367,,,,,,,,C2015|UM55167
UM-HET3,C2015,UM,m,UM55174,Control,0,,dead,1,821,,,,,,,,C2015|UM55174
UM-HET3,C2015,UM,m,UM55181,Control,0,,dead,1,736,,,,,,,,C2015|UM55181
UM-HET3,C2015,UM,m,UM55188,Control,0,,dead,1,837,,,,,,,,C2015|UM55188
UM-HET3,C2015,UM,m,UM55195,Control,0,,dead,1,870,,,,,,,,C2015|UM55195
UM-HET3,C2015,UM,m,UM55293,Control,0,,dead,1,685,,,,,,,,C2015|UM55293
UM-HET3,C2015,UM,m,UM55300,Control,0,,dead,1,609,,,,,,,,C2015|UM55300
UM-HET3,C2015,UM,m,UM55307,Control,0,,dead,1,916,,,,,,,,C2015|UM55307
UM-HET3,C2015,UM,m,UM55664,Control,0,,dead,1,628,,,,,,,,C2015|UM55664
UM-HET3,C2015,UM,m,UM55671,Control,0,,dead,1,927,,,,,,,,C2015|UM55671
UM-HET3,C2015,UM,m,UM55678,Control,0,,dead,1,778,,,,,,,,C2015|UM55678
UM-HET3,C2015,UM,m,UM55685,Control,0,,dead,1,542,,,,,,,,C2015|UM55685
UM-HET3,C2015,UM,m,UM55692,Control,0,,dead,1,264,,,,,,,,C2015|UM55692
UM-HET3,C2015,UM,m,UM55699,Control,0,,dead,1,641,,,,,,,,C2015|UM55699
UM-HET3,C2015,UM,m,UM55776,Control,0,,dead,1,919,,,,,,,,C2015|UM55776
UM-HET3,C2015,UM,m,UM55783,Control,0,,dead,1,510,,,,,,,,C2015|UM55783
